formula,target
Ti0.02159269 B0.36524134 Pb0.01105929 O0.60210668,0
Ca0.27575308 Al0.17890654 Si0.00040916 O0.54493122,0
Sc0.07375421 Si0.21065316 Pb0.0918275 O0.62376513,0
Na0.40677177 B0.15593694 O0.43729129,0
K0.31221902 Si0.17722383 O0.51055716,0
K0.41773038 Zn0.00040212 Ge0.12420006 O0.45766744,0
Ba0.01135068 La0.04036641 P0.2298521 O0.57463025 F0.14380057,1
Ba0.00600658 La0.01393164 B0.38126309 O0.59879868,1
Cd0.10465006 B0.30699156 Pb0.01161049 O0.57674789,1
Li0.40993471 Zr0.01628663 Si0.11207935 O0.46169931,1
Ba0.06551082 Ti0.00334637 B0.3435757 O0.58756711,0
Ba0.01035917 Mo0.22045147 P0.02785023 O0.74133914,0
Nd0.04337597 Al0.01135288 Si0.28772596 O0.65754519,1
Ba0.09060703 Mg0.08090943 Al0.07363474 P0.09060703 O0.35273053 F0.31151124,1
B0.28977848 Pb0.1377769 O0.57244462,1
Li0.36307783 B0.17883284 Mo0.00207529 O0.45601404,1
Ti0.11308469 Tl0.02589586 Si0.20730072 O0.65371874,0
Ge0.16203148 B0.07051782 Pb0.16880551 O0.59864519,1
Na0.37085142 B0.13675112 Mo0.02546127 O0.46693619,0
La0.09460687 Ga0.30539313 O0.6,1
Ba0.04921001 Na0.0984633 Mg0.12001783 P0.0984633 O0.2953899 F0.33845567,0
Na0.10007784 Bi0.00327776 B0.33667553 O0.55996886,1
Cu0.23925266 P0.15796131 W0.01587025 I0.04955086 O0.53736492,1
La0.00913908 Zn0.02702563 B0.36924041 O0.59459487,0
Th0.03486814 Zr0.04528124 B0.30382076 O0.61602987,1
Zn0.19309763 Si0.16351785 Pb0.0616256 O0.58175892,0
Ti0.20982552 Tl0.04825829 Ge0.09937867 O0.64253752,0
Hf0.00590826 Si0.30709019 Bi0.02440186 O0.66259969,0
Ti0.05933484 B0.29119487 Pb0.04700416 O0.60246614,0
Zn0.11658704 B0.30295052 Pb0.00472481 O0.57573763,1
Na0.32261034 Fe0.15651631 Si0.0415979 O0.47927544,0
Mg0.1301341 Ga0.04793461 Si0.20663176 O0.61529953,0
Na0.03956382 Nb0.00119384 B0.37459034 O0.58465201,0
Na0.25611295 Ga0.13768233 Si0.09054158 O0.51566314,0
Ba0.14834165 Ti0.15102307 B0.10009899 O0.60053628,0
Ba0.01474837 Al0.0292516 Zn0.09319428 P0.18638856 O0.55916567 F0.11725153,1
La0.0289345 Al0.06888113 P0.21584598 O0.68633839,0
Sn0.07632672 B0.11076448 P0.16298153 O0.64992727,1
Si0.05043101 Pb0.42435348 O0.52521551,0
K0.01025821 Bi0.06382538 B0.3300197 O0.59589672,1
K0.06828622 Al0.08411414 P0.19636723 O0.6512324,1
Ba0.021458 B0.3828336 O0.5957084,1
Li0.14983455 Cd0.05230027 Si0.22354921 O0.57431597,1
Ba0.15788031 Cu0.30846935 Bi0.02692027 O0.50673007,1
K0.07315072 Si0.13136695 B0.19846923 O0.5970131,1
Ba0.1351424 Ti0.10971147 P0.11445165 O0.64069448,0
Ba0.06980756 Sr0.03087302 Si0.26621294 O0.63310647,0
Ba0.08619057 Y0.01102996 Ti0.06556999 P0.17238114 O0.66482834,0
V0.16316875 Cu0.14997246 P0.03684698 O0.6500118,0
Na0.09063326 Li0.2137549 Mn0.03977463 P0.09063326 O0.27189978 F0.29330417,1
Sr0.17528108 Ge0.21647928 O0.60823964,0
Th0.10344817 Mg0.03674255 Si0.20539012 O0.65441915,0
Cu0.21591552 Mo0.02652586 P0.1628638 O0.59469483,0
P0.22894785 Pb0.0662275 Br0.08021424 Cl0.05224077 O0.57236963,0
Ge0.20345284 Bi0.05972241 Sb0.09613417 O0.64069057,1
Ba0.05138355 Ti0.01919959 P0.23989546 O0.68952139,1
K0.05975021 B0.2798374 Pb0.10539059 O0.5550218,0
Ta0.01108584 Zn0.12393847 B0.28532905 O0.57964664,1
Sr0.08314512 B0.3334839 O0.58337098,1
Ba0.07502011 Mg0.06727609 Si0.2384692 O0.6192346,1
Li0.34143987 Nb0.02447102 P0.1149119 O0.51917722,1
Ca0.10552902 Ti0.09869682 Si0.16428383 O0.63149033,0
Na0.10200046 Al0.02873298 B0.31006674 O0.55919982,1
Zn0.01606124 B0.37954589 Mo0.0047532 O0.59963967,0
La0.09438817 Th0.02076518 B0.28069362 O0.60415304,0
Ca0.14568486 Ti0.02831811 P0.17819313 O0.6478039,1
Ag0.18078335 P0.11094344 W0.07640074 I0.06983992 O0.56203255,0
Zn0.29956089 P0.11453664 O0.58590248,0
Ca0.14313398 Al0.11769307 B0.16779975 O0.5713732,0
Ti0.2354982 B0.08700648 Pb0.0379946 O0.63950072,0
Si0.03678275 Ge0.0422418 P0.21797896 O0.70299649,0
Na0.16872248 Nb0.00761942 Si0.24008277 O0.58357533,1
V0.07693043 Zn0.02772924 B0.27011401 O0.62522632,1
Sr0.09949553 V0.19329375 P0.03556595 O0.67164477,1
Cd0.06943973 Ge0.26346633 Bi0.02828861 O0.63880532,1
Nb0.12766494 Ga0.22126908 O0.65106598,0
Ga0.16882414 B0.06804478 As0.1165222 O0.64660888,1
Ca0.29817676 Ga0.09076229 Bi0.0706963 O0.54036465,0
Ba0.10786431 Ca0.0004899 B0.31331663 O0.57832916,1
Ba0.22511739 Ti0.04436067 Ga0.16667328 O0.56384866,1
Ba0.04200987 Al0.15522707 Ge0.08435403 O0.16870807 F0.54970096,0
Ca0.10095377 Ge0.26603082 O0.63301541,1
Tl0.11563375 Ge0.27551646 O0.60884979,1
Sn0.15956035 P0.16565454 Cl0.20217681 O0.4726083,1
Na0.15933211 Al0.06402685 B0.24037389 O0.53626716,1
La0.03077123 Zn0.03263508 P0.24508622 O0.69150747,1
Ca0.11916814 Si0.24514029 Sn0.00874762 O0.62694395,0
Ba0.14850739 Ga0.13765648 Ge0.11961468 O0.59422146,0
Mg0.15813176 B0.27349459 O0.56837365,0
La0.00656204 Mg0.4763499 Mo0.00772377 O0.50936428,1
Mg0.14254106 Ti0.14386713 P0.08094757 O0.63264424,0
Ca0.01314114 Al0.25416564 Si0.11276787 O0.61992535,0
Mg0.06218605 Zn0.17123784 B0.21326089 O0.55331522,0
Li0.32696458 P0.07199143 W0.06439578 O0.53664821,1
Bi0.03628916 B0.36371084 O0.6,1
Ge0.1148167 As0.19842431 Pb0.07974455 O0.60701443,1
Sr0.07966963 Si0.28022024 O0.64011012,1
Ag0.34156773 Ge0.14703339 I0.09309648 O0.4183024,1
Lu0.01915805 Al0.09008387 Si0.2422984 O0.64845968,1
Ce0.01501217 Mn0.13576172 P0.19526859 O0.65395752,0
Ti0.06644891 B0.3137267 Pb0.00816826 O0.61165613,0
Na0.15746246 Ce0.01420678 Cd0.05195352 P0.15746246 O0.47238738 F0.14652739,1
Mg0.09227898 Cd0.08005514 B0.26213271 O0.56553318,0
Ti0.16232053 P0.11434099 Pb0.05642248 O0.66691601,0
Li0.2536957 Ti0.01718361 B0.22716225 O0.50195844,0
Si0.20645539 Pb0.16300753 I0.10923756 O0.52129953,1
Zn0.00048824 Si0.26130138 Pb0.10755969 O0.63065069,1
Li0.25868421 Si0.19233178 Pb0.01748917 O0.53149484,1
Li0.23922655 Zr0.02164634 Si0.19207372 O0.54705339,1
Na0.11838232 Be0.07523808 Si0.22398345 O0.58239615,1
Cd0.0001575 B0.34230665 Pb0.0479203 O0.51345997 F0.09615559,1
Ca0.22109208 Cd0.031159 Si0.16516594 O0.58258297,0
Ge0.11762245 B0.10840647 Pb0.18805824 O0.58591284,0
Na0.12993327 Pr0.00323902 Si0.26566752 O0.60116019,1
K0.04060787 Be0.39181699 Si0.05181807 O0.51575707,0
Ca0.15628658 Sb0.02685815 P0.17722328 O0.639632,1
Li0.3458399 Si0.16041338 O0.49374672,1
Ca0.02807614 V0.23272561 Sb0.05172323 O0.68747502,1
K0.0933162 Li0.37438972 Si0.09948037 O0.43281371,0
Na0.06267887 Fe0.06175267 Si0.26082545 O0.61474301,1
V0.10938901 Bi0.03854086 B0.20831452 O0.6437556,1
Dy0.02874616 Ga0.08580365 Ge0.23787516 O0.64757503,1
Cd0.06232409 B0.34274746 W0.00462079 O0.59030766,0
Li0.53135174 Nb0.01515314 P0.04283897 O0.41065615,1
Tl0.01260601 Cd0.13169986 Ge0.23923042 O0.61646371,1
Ba0.05523364 Nb0.00419477 Si0.29161701 O0.64895458,1
Tl0.07414194 Zn0.21735983 B0.18162697 O0.52687126,0
Li0.51593349 Zr0.01089764 Si0.06446895 O0.40869992,1
Ba0.06933676 Al0.11073832 B0.23379228 O0.58613265,0
Cd0.01833182 Ge0.28222751 Bi0.04666153 O0.65277914,0
Ba0.10445161 Al0.18785726 Si0.10715122 O0.60053992,0
Zr0.05629141 Al0.27913175 Si0.04443214 O0.62014471,0
V0.00661027 Si0.20009825 Pb0.18828465 O0.60500683,0
Ca0.18217705 Ti0.12791477 P0.07197189 O0.6179363,0
Ba0.06062682 Yb0.02483816 P0.23332884 O0.68120617,0
Sr0.08345561 Al0.08481279 B0.24842273 O0.58330888,1
Nb0.10415603 Si0.16456456 Pb0.07088009 O0.66039931,0
Na0.3577281 Ca0.04338563 P0.10761045 O0.49127582,0
Na0.27826476 Ca0.00051602 Ge0.19385694 O0.52736228,1
Zn0.16779993 Si0.20414262 Pb0.02598614 O0.60207131,1
K0.26853476 Ca0.04447181 P0.1452155 O0.54177793,0
Li0.31614365 Cd0.00615112 Si0.17116076 O0.50654447,0
Na0.06160478 Al0.0311756 B0.30083521 O0.45125281 F0.1551316,0
La0.01508407 Zn0.19202413 B0.23129663 O0.56159517,0
Sb0.14795627 Mo0.11368858 Pb0.05845166 Cl0.11690333 O0.56300016,1
Ca0.06458141 La0.01321783 B0.30928448 O0.48375346 F0.12916283,1
Sr0.03070863 Sn0.01773545 B0.35415055 O0.59740536,0
K0.50217631 Bi0.0473957 B0.05129852 O0.39912948,0
Ba0.0271222 B0.37830224 O0.59457556,1
K0.21928015 Ti0.15423225 Al0.08335322 O0.54313439,0
Zn0.03737847 Sb0.2973153 Mo0.03614409 Cl0.07475694 O0.5544052,1
Ba0.04064449 Si0.30623701 O0.6531185,1
Tl0.00033982 Ge0.32658072 Bi0.00789925 O0.66518022,1
Zr0.05023179 Tl0.039057 Ge0.26357304 O0.64713817,0
Na0.4037018 P0.11269923 O0.48359897,1
K0.37321392 Ti0.14672638 O0.48005971,0
Ti0.05375629 B0.23503381 Pb0.1255733 O0.5856366,0
Li0.34369142 Si0.04188955 B0.14351769 O0.47090134,1
Ca0.18705861 Fe0.03941341 B0.21093971 O0.56258828,0
K0.14812039 Ti0.25927314 O0.59260647,0
Mn0.02371808 Fe0.04172318 B0.33930236 O0.59525638,1
V0.07179257 Ge0.24957534 O0.67863209,1
Al0.4 O0.6,0
Ta0.01035603 Zn0.21581993 B0.21284561 O0.56097843,1
Zn0.03195619 Sb0.11954267 Mo0.15131869 Cl0.06391238 O0.63327007,1
K0.35033548 Bi0.12404104 B0.06575768 O0.45986581,0
Al0.01909106 B0.35955964 Pb0.02668662 O0.59466268,1
Hf0.01498276 Ge0.25929062 Pb0.08858993 O0.63713669,0
Sr0.14842014 Sb0.00985889 P0.19386071 O0.64786026,1
Na0.32334029 Fe0.02281752 B0.18317831 O0.47066389,1
Cd0.04564652 Bi0.02536089 B0.33812189 O0.5908707,0
Na0.09103297 Al0.11462452 Ge0.19229642 O0.6020461,0
Sr0.09682433 V0.02451648 B0.28821747 O0.59044173,1
Mn0.12800425 Sn0.06695414 P0.17430949 O0.63073212,0
K0.0242527 Be0.40873751 Si0.04871531 O0.51829448,0
Fe0.11398013 Bi0.08359994 Pb0.2530249 O0.54939502,0
Ba0.03301558 Ti0.09748805 Si0.2138349 O0.65566147,0
Mg0.05662339 Tl0.05443624 B0.32203954 O0.56690083,1
Ca0.17988983 In0.01482073 Ge0.20105617 O0.60423327,0
Ba0.01184917 Na0.22120217 B0.21355893 O0.33218756 F0.22120217,0
Ba0.01624016 B0.38700787 O0.59675197,0
Sb0.2835617 Pb0.09703192 Cl0.19406383 O0.42534255,1
Zn0.21539994 Ge0.18973337 O0.59486669,1
Th0.04390783 Si0.2894255 O0.66666667,0
Ti0.07249374 B0.30793196 Pb0.00634443 O0.61322986,0
Ba0.22002948 Ga0.16965617 Si0.04526687 O0.56504748,1
La0.02382863 B0.22302678 P0.109389 O0.6437556,0
Na0.09752788 Al0.03122292 Si0.25855029 O0.61269891,1
Zn0.17385291 Sn0.08937076 P0.13530076 O0.60147557,0
Mn0.06073926 Al0.08710339 Si0.22025433 O0.63190301,0
K0.05852929 Be0.08585688 B0.29619692 O0.55941691,1
V0.10476433 Zn0.1571365 B0.12762073 O0.61047843,1
Ba0.04054013 Al0.04877046 P0.22771246 O0.68297696,1
Zn0.15864777 Si0.21966621 Bi0.00948233 O0.61220369,1
Ba0.14632136 P0.20210208 O0.65157656,1
Li0.19340699 Zn0.07496263 Si0.18665475 O0.54497563,1
Ti0.16040858 Ge0.16664384 Pb0.00942136 O0.66352621,0
Th0.0141717 Cd0.08457647 Si0.26277732 O0.63847451,1
Zr0.00394686 Cd0.11262572 B0.30516319 O0.57826423,1
Th0.00585409 Ge0.31669148 Bi0.01294531 O0.66450911,1
Na0.38706283 Ca0.01397817 B0.15657976 O0.44237923,1
Si0.2220057 Bi0.13359316 O0.64440114,0
Ba0.02089502 Li0.20194047 Nb0.18722836 O0.58993615,1
Ba0.03104502 Ti0.00179699 Al0.37300759 O0.59415039,1
Nd0.01131476 Al0.02601201 Si0.30222769 O0.66044554,1
K0.12970222 Mn0.06894851 B0.26701987 O0.53432941,0
Na0.04477519 Zn0.06562103 Ge0.26719839 O0.6224054,0
Na0.10790873 Sr0.03205856 Si0.2580066 O0.60202612,1
K0.00050227 Bi0.04904189 B0.35065675 O0.59979909,1
Na0.13512228 Fe0.02622215 Si0.2439204 O0.59473517,1
Sr0.17346728 Ti0.07924063 Si0.13844785 O0.60884424,0
Th0.0157632 Al0.00957789 Si0.30958856 O0.66507035,0
Na0.32378303 Ti0.03279418 B0.16637716 O0.47704562,0
Si0.27436814 Bi0.07075823 O0.65487363,0
Li0.48356946 P0.07777035 Pb0.00122479 O0.43743539,0
Y0.01535598 Zn0.20741562 Ge0.18225961 O0.5949688,1
Na0.52447914 W0.05332032 O0.42220054,0
Tb0.01345232 Al0.07034021 Si0.2623852 O0.65382227,1
Mn0.15166346 Si0.22427106 Pb0.01192995 O0.61213553,1
K0.11137705 B0.32393856 W0.00577201 O0.55891239,0
Ca0.16231275 Si0.05605072 P0.14492066 O0.63671586,1
Al0.00836718 B0.31483456 Pb0.09599782 O0.58080044,0
Ge0.19226651 Sb0.00046163 Pb0.21102321 O0.59624866,0
Al0.12629839 Zn0.07909224 Si0.17535651 O0.61925286,0
La0.0822644 Th0.02001768 B0.29371438 O0.60400354,1
K0.30072486 Ti0.1680643 Al0.01788793 O0.51332292,0
Ca0.00255671 Cd0.09844048 B0.31920225 O0.57980056,0
Zn0.16674021 P0.14107687 W0.04318764 O0.64899529,1
Tl0.09506877 Si0.22431173 Bi0.07378466 O0.60683484,0
K0.13775274 B0.31734836 O0.54489891,1
Cu0.09871633 P0.22930495 I0.01527465 Cl0.08344169 O0.57326238,1
Na0.22385182 B0.22091854 O0.33137781 F0.22385182,0
La0.09976419 Cd0.0230526 B0.28179374 O0.59538948,0
K0.21817869 B0.25336129 Mo0.00983219 O0.51862784,1
Al0.10288286 Si0.20000405 Pb0.07139034 O0.62572274,1
Ca0.17432842 Ti0.07650243 P0.12052454 O0.62864462,0
Na0.0652667 B0.35517259 W0.00354212 O0.57601859,1
Na0.24384282 Ge0.20393701 W0.00560619 O0.54661399,1
K0.08217479 Be0.21044511 B0.18233904 O0.52504106,0
Ba0.04163689 Si0.30557541 O0.6527877,1
Ca0.11794878 Al0.08620641 Si0.18286215 O0.61298267,1
K0.16647295 Al0.03742951 B0.26268672 O0.53341082,0
Ti0.000838 Ge0.19316182 Pb0.20900027 O0.59699991,0
Ca0.21978343 Ga0.02577489 Si0.16533197 O0.58910971,1
Ca0.03720854 Ge0.19915449 P0.0831174 O0.60610248 F0.07441709,1
Cd0.11412602 B0.19606025 Pb0.14079866 O0.54901506,0
Mn0.22929133 Si0.18047245 O0.59023622,0
Ti0.1549869 B0.12791882 Pb0.10762112 O0.60947316,0
Li0.03373388 B0.30594288 Sb0.07381679 O0.58650645,1
Al0.07323159 Zn0.14985256 Si0.1724053 O0.60451055,1
Ba0.05199957 Ti0.03327627 Si0.26539069 O0.64933348,1
Co0.19356854 B0.17361571 P0.05109247 O0.58172328,1
Li0.2893571 Nb0.02602281 Si0.15829484 O0.52632525,0
Ca0.2410049 Ti0.1281755 Ga0.05338548 O0.57743412,0
Li0.35094099 Si0.15786284 O0.49119617,1
Ca0.13421491 Be0.16664082 B0.15931541 O0.53982885,1
Na0.07151129 La0.02863927 Si0.27371163 O0.62613781,0
Sn0.09535648 P0.2176767 Cl0.09483717 O0.59212965,1
Al0.13364307 Si0.17887531 Pb0.0646332 O0.62284842,0
La0.01254411 Mg0.2311257 B0.20255533 O0.55377486,0
Al0.0484229 Cd0.08185932 Bi0.28608964 O0.58362814,0
Sr0.00580466 Bi0.01423605 B0.38112022 O0.59883907,1
Nb0.0101635 Tl0.07957202 B0.33802789 O0.57223659,1
K0.15919718 V0.1255372 Sb0.1287296 O0.58653601,1
Sr0.08543244 B0.33165405 O0.58291351,1
K0.01331204 Be0.37717402 Si0.07522797 O0.53428597,0
Na0.23064404 Sc0.0206711 Si0.2007854 O0.54789946,1
Li0.40924218 Si0.12602606 W0.00201464 O0.46271712,0
K0.16300346 B0.2926234 Mo0.00598408 O0.53838906,1
Nd0.0002382 Al0.00157218 Si0.33182468 O0.66636494,1
Tl0.0043755 Cd0.01822124 B0.38279771 O0.59460555,1
Zn0.10341847 B0.31726523 O0.57931631,0
Ca0.09058335 Ge0.27294443 O0.63647222,1
Li0.47864406 P0.07350328 Cl0.04954488 O0.39830778,1
Ba0.0300314 La0.01165959 B0.3643153 O0.59399372,1
Li0.4762461 B0.10387929 Mo0.00648316 O0.41339145,1
Ba0.06309765 Si0.16890083 B0.14684088 O0.62116064,1
Al0.13836474 Si0.21802938 O0.64360588,0
Na0.16343428 B0.26027031 Sb0.04166912 O0.53462629,0
Sn0.0666836 B0.25805463 P0.06328464 O0.61197713,0
Ba0.08503912 Ga0.13866368 Ge0.16108752 O0.61520968,1
Zr0.05761755 Si0.27571578 O0.66666667,0
Ba0.14330409 P0.20382623 O0.65286967,0
B0.39003278 Pb0.01245903 O0.59750819,0
Nd0.07909504 Zn0.16102054 B0.19208852 O0.56779589,0
La0.00990949 Mg0.46088091 Mo0.01336611 O0.51584349,1
Mn0.06092291 Cu0.09537343 P0.18769882 O0.65600484,0
K0.04320154 Be0.37093427 Si0.06444305 O0.52142114,0
Ca0.08173062 Zn0.00039929 B0.33429608 O0.58357402,1
Li0.1499641 Tb0.00107788 Si0.25745305 O0.59150497,0
K0.11325009 Ga0.05321582 Ge0.23236177 O0.60117232,1
Na0.05960373 Fe0.05406037 Si0.26148451 O0.62485138,0
Cs0.02693368 Ti0.12414716 Ge0.19571933 O0.65319982,0
La0.13399197 Nb0.1315205 Al0.08187933 O0.6526082,1
Li0.133243 Ga0.04333148 Si0.23060227 O0.59282325,1
Li0.22613637 Mg0.0203992 B0.24799882 O0.50546561,0
Be0.11576104 B0.19368138 Pb0.14213724 O0.54842034,0
B0.28348553 Pb0.13211918 O0.53029963 F0.05409567,1
Al0.19918807 Si0.03380163 P0.11446427 O0.65254603,0
Na0.12208198 Mn0.05284074 B0.28447822 O0.54059906,1
Na0.2896535 Sr0.08815722 Ge0.1297351 O0.49245418,0
Nb0.06436057 Si0.20461219 Bi0.06436057 O0.66666667,0
Mg0.18883254 Ti0.07309532 P0.11515685 O0.6229153,1
K0.11155054 Zn0.12531064 B0.23282116 O0.53031766,1
Ba0.01912875 Mg0.18798857 Si0.19525512 O0.59762756,1
Li0.35739305 B0.18556417 O0.45704278,0
Sr0.09414886 Ti0.08606059 Si0.18450684 O0.63528371,1
K0.31426614 Si0.17620026 O0.5095336,1
Cd0.0670035 Ga0.12564245 Si0.18396229 O0.62339176,0
Cd0.31742307 Bi0.14606154 O0.53651539,0
Cu0.27199578 B0.17127779 Pb0.01390698 O0.54281945,0
La0.01542038 Bi0.04781234 B0.33676728 O0.6,0
U0.00461113 Al0.14157442 Si0.21074351 O0.64307093,0
Al0.15309366 Si0.20575528 O0.64115106,1
Ba0.03939594 V0.10299649 Zn0.28036021 O0.57724736,1
Mn0.00245879 Sn0.15433911 P0.19611548 O0.64708661,1
Mg0.17327836 Al0.06079709 Si0.16715019 O0.59877436,1
Ba0.03149247 Al0.07599655 B0.29880947 O0.59370151,1
Ca0.02552672 B0.37058474 Pb0.01124235 O0.59264618,1
Ba0.0156194 Ge0.14375886 B0.21499385 O0.62562789,1
Sr0.10281819 Al0.07836769 Si0.19948147 O0.61933265,1
Na0.20408557 B0.24069496 Mo0.02303356 O0.53218591,0
Al0.11358924 B0.04692079 Pb0.29936247 O0.54012751,0
Si0.09416342 B0.27307508 Pb0.01741101 O0.61535048,0
K0.15794748 Ti0.09036807 P0.14056416 O0.61112029,1
Nd0.01184886 Cu0.07445222 B0.32858937 O0.58510956,1
Y0.02062956 Al0.04862159 Si0.27562405 O0.65512481,1
Th0.05682626 Mg0.01963464 Si0.26341731 O0.66012179,0
Na0.3412965 Bi0.09325645 B0.10196565 O0.4634814,1
V0.06425136 Zn0.00020448 B0.30988451 O0.62565965,1
Na0.26444675 Sn0.03913483 Ge0.16197513 O0.53444329,0
Mg0.11563512 Ti0.16047747 P0.08208496 O0.64180245,0
Sr0.05362897 Si0.13226966 B0.19837323 O0.61572814,0
Sr0.08653882 Al0.10050987 Si0.19188256 O0.62106875,0
Sr0.02046957 V0.21098441 B0.08824617 O0.68029985,1
Ba0.06922639 Bi0.24297949 B0.1016394 O0.58615472,0
Mg0.10170831 Ti0.01283181 P0.21659655 O0.66886332,0
Sr0.07191558 Cd0.07681261 B0.28101745 O0.57025436,0
K0.11036215 B0.3006305 P0.02368015 O0.5653272,1
Ga0.19759371 Bi0.00032181 Pb0.2526056 O0.54947888,1
Ag0.20886568 P0.14742823 W0.03499599 I0.06143745 O0.54727266,1
Ca0.36643109 Ga0.08140765 Ge0.02120624 O0.53095503,1
Ca0.0146427 Al0.08053299 P0.21982346 O0.68500084,0
K0.01281777 B0.28426484 Sb0.1080445 O0.59487289,1
Ca0.25169773 V0.04818528 B0.13118243 O0.56893457,1
Rb0.08243684 Ti0.1311202 Ge0.16099471 O0.62544825,1
K0.29722167 Sb0.22133472 Pb0.00041535 O0.48102826,1
Sr0.17325876 Ga0.12921868 Bi0.13217431 O0.56534825,1
Li0.3263731 Ge0.17014678 O0.50348012,1
Ca0.1033538 Fe0.09371653 Si0.20195312 O0.60097656,1
Sr0.00732676 V0.01669661 B0.37076334 O0.60521329,1
V0.19643884 Hg0.0841001 P0.04121824 O0.67824281,1
Zr0.00399555 Zn0.17101868 Si0.21532533 O0.60966044,1
Co0.14909712 B0.19256884 P0.06296676 O0.59536728,1
Li0.46584093 Nb0.01497731 Si0.08293935 O0.43624242,1
Al0.1943978 B0.16084889 Pb0.05594164 O0.58881167,0
Cd0.09512207 B0.32390235 O0.58097559,1
Ti0.0507647 Cd0.09936359 Si0.21632624 O0.63354547,1
Ag0.41179761 P0.07130299 I0.26548625 O0.25141315,1
Cu0.18123423 P0.19548165 I0.08792573 O0.53535838,0
V0.02867777 P0.09096175 W0.14531542 O0.73504506,1
Li0.12137832 Mn0.0564181 B0.28203853 O0.54016505,1
Mn0.18192814 V0.12899804 P0.00077784 O0.68829598,0
Na0.21467143 Zn0.19828698 Ge0.09380629 O0.49323529,0
K0.395195 Nb0.00020151 Si0.13550074 O0.46910275,0
Rb0.02049656 P0.27637269 Pb0.00097536 O0.70215538,0
Ca0.08244115 La0.05821354 B0.27583353 O0.58351177,0
Zn0.11177125 B0.310583 O0.57764575,1
Na0.26072561 Ti0.10502788 B0.11753118 O0.51671533,1
K0.05724969 Sr0.07663063 B0.30434568 O0.561774,0
Sr0.30303656 Nb0.00521168 Ga0.1502744 O0.54147736,1
Mg0.08875434 Si0.22128497 Bi0.06345456 O0.62650613,0
K0.44795263 Ta0.0113713 Ga0.1153086 O0.42536747,0
K0.07217967 Nb0.03608983 Al0.16879788 O0.03608983 F0.68684279,0
Ge0.23568787 Pb0.1464682 O0.61784393,1
Ti0.07882728 Ge0.18774924 Bi0.08010818 O0.6533153,0
Si0.2220057 Bi0.13359316 O0.64440114,0
K0.01172301 Be0.37876022 Si0.07496501 O0.53455175,1
K0.32112648 P0.14808865 O0.53078487,1
La0.01938181 Zn0.00891836 B0.3734835 O0.59821633,1
Ga0.2034482 Pb0.24568975 O0.55086205,1
La0.0668262 B0.31351757 Pb0.02457029 O0.59508594,1
Ba0.1491365 Na0.00457365 Ge0.23162218 O0.61466768,1
Na0.27744808 Cd0.08277355 Ge0.13942693 O0.50035145,0
Ba0.03349199 Zn0.14825297 B0.25460403 O0.56365101,1
Na0.34719239 Sr0.01827494 Si0.14755385 O0.48697883,0
V0.21560419 Ag0.00021232 P0.0700191 O0.71416439,1
Na0.34594208 Ga0.06899879 B0.12343596 O0.46162317,0
Li0.35831117 Ti0.02772353 Si0.12645421 O0.48751108,0
Mg0.04607286 Sn0.17920209 P0.15698575 O0.61773931,1
Th0.01842664 Al0.14347202 Ge0.19534668 O0.64275466,0
K0.01494651 Ca0.24760104 Si0.16079272 O0.57665973,0
Ca0.04592609 Ge0.24442696 Bi0.06994678 O0.63970017,0
Na0.03422606 Mg0.12529519 B0.27922821 O0.56125054,1
Na0.23904471 Ti0.01005009 B0.24451306 O0.50639213,0
Sr0.07786545 B0.33770764 O0.58442691,1
Ba0.16078426 Ti0.17631196 B0.05979824 O0.60310554,0
Al0.11172468 Zn0.02994175 P0.10295023 Pb0.05147511 O0.30885068 F0.39505754,0
Zn0.13853144 P0.15890184 W0.04169517 O0.66087155,1
Ba0.11345905 Nb0.0266488 P0.19423175 O0.66566041,1
Ba0.00608227 La0.02794978 B0.3671844 O0.59878355,0
K0.0157617 B0.38130094 Mo0.00577627 O0.59716108,1
Ca0.09500387 La0.06200464 B0.22399072 O0.42899304 F0.19000773,1
Ba0.05895223 In0.04600224 Ge0.21304478 O0.42608956 F0.25591119,1
Dy0.01822551 Ga0.16521739 Ge0.18046425 O0.63609285,0
Fe0.00098964 Si0.26170482 Pb0.10620572 O0.63109982,1
K0.14200009 Cd0.0666478 Si0.21790142 O0.57345069,0
Li0.24983406 Zn0.0799962 Ge0.1550855 O0.51508424,1
Na0.05236534 B0.25907331 Sb0.10950749 O0.57905386,1
Zn0.18166685 Si0.2122221 O0.60611105,0
Ca0.37803616 Ga0.09583356 B0.00173751 O0.52439277,1
Li0.24207403 Sn0.05410395 B0.21147242 O0.4923496,1
Sr0.10245323 Si0.26503118 O0.63251559,1
Sr0.04039882 Li0.33645176 Si0.13817491 O0.48497451,1
Ag0.37785222 P0.09363387 I0.21100622 O0.31750768,1
Li0.05925456 La0.00552215 B0.35892511 O0.57629817,0
Ba0.04129639 La0.09292977 B0.25751456 O0.52566649 F0.08259278,0
Na0.20419578 B0.23664338 O0.35496507 F0.20419578,1
K0.22147335 Bi0.051848 B0.21526798 O0.51141066,0
Ca0.08826687 Ge0.27448875 O0.63724438,1
Ba0.13338361 Ga0.15883413 As0.09604213 O0.61174013,0
Tb0.01769261 Al0.15048371 Si0.19171202 O0.64011166,1
Ga0.13757309 Si0.17459448 Pb0.06614191 O0.62169051,1
Y0.04624495 Al0.09925876 Si0.21208024 O0.64241605,1
