formula,target
K0.24844594 Nb0.11313016 Al0.09255021 O0.54587369,0
Na0.09044881 Y0.03428331 Si0.2595395 O0.61572838,0
Mg0.15015812 Al0.11871238 Si0.13430093 O0.59682856,0
Sm0.02570461 Ga0.06851198 B0.30578342 O0.6,1
Na0.0005553 Bi0.01654515 B0.38312168 O0.59977788,1
Ba0.12195019 Zn0.04007904 B0.27037662 O0.56759416,0
Cd0.08910902 B0.32871278 O0.5821782,1
Na0.26585097 B0.24048942 O0.49365961,0
Sr0.11691205 P0.21544346 W0.00303095 O0.66461354,0
Ca0.16729177 Si0.06534134 P0.13411212 O0.63325476,0
Zn0.00715817 P0.12198825 W0.13968119 O0.73117238,0
Ga0.08423161 B0.25727562 Pb0.07311597 O0.58537681,0
Mg0.10188831 Sn0.08393674 P0.17952854 O0.63464641,1
Ba0.03971505 Ga0.10240915 Si0.22151567 O0.63636012,0
Na0.26905412 B0.23856753 O0.49237835,0
Y0.06894099 Al0.06894099 Zn0.02895331 Si0.19912948 O0.63403523,1
Li0.27237931 Ga0.03633841 B0.200234 O0.49104827,1
Na0.16866333 Cd0.00814075 Si0.2435745 O0.57962142,1
Ca0.33197034 Al0.12644006 Ge0.00665305 O0.53493654,0
Ca0.21786407 Ge0.18809062 O0.59404531,0
Ba0.05460765 Mg0.23429986 Ge0.04257656 B0.02406217 O0.17585404 F0.46859972,1
Ba0.01798506 Na0.18225056 Y0.08843263 As0.09112528 O0.31893847 F0.301268,1
V0.16867148 Zn0.1766676 P0.0160899 O0.63857103,1
Ga0.2367217 Bi0.10763675 Pb0.06955195 O0.58608961,0
Tl0.01975107 Zn0.19504462 B0.23211367 O0.55309065,1
Cu0.37053074 Mo0.08631284 Br0.19790506 O0.34525137,0
Li0.32333919 Th0.00810267 B0.19627328 O0.47228486,0
Na0.04917716 V0.20541265 B0.082916 O0.6624942,1
Nb0.04026073 B0.20974246 Pb0.16736566 O0.58263116,0
Bi0.01405757 B0.38594243 O0.6,0
Na0.1564815 Mn0.07253084 P0.1564815 O0.46944449 F0.14506168,1
Cd0.24917759 Bi0.07830185 Pb0.0283563 O0.14580908 F0.49835518,1
Li0.39586799 Mn0.0257467 P0.09398798 O0.48439733,1
Sr0.04424849 Al0.0674521 Si0.24762426 O0.64067515,0
La0.00051498 Cd0.12053675 Ge0.25254635 O0.62640192,1
Ba0.02369217 B0.10740712 P0.19545653 O0.67344418,1
Ba0.0602401 Ti0.03032951 B0.31541251 O0.59401788,1
Ca0.02466476 P0.1369601 W0.11782754 O0.72054761,0
Sr0.07161062 Be0.29815221 B0.10418974 O0.52604743,0
V0.08593027 P0.07176087 W0.11202025 O0.73028861,0
Li0.41291448 P0.05967097 W0.04294497 O0.48446958,1
Li0.3548706 Al0.03547683 B0.15160081 O0.45805176,0
Ba0.08158574 Ge0.27894284 O0.63947142,1
Th0.01313551 Al0.10884941 Ge0.22948998 O0.6485251,1
Al0.0843008 B0.13041712 Pb0.23160261 O0.55367948,0
Nb0.03220045 Sn0.12707643 P0.18089873 O0.65982439,0
K0.26239139 Ti0.1343312 Si0.06780643 O0.53547097,0
Tl0.13536895 B0.15882915 Pb0.19993685 O0.50586505,0
K0.0317651 Bi0.00344244 B0.3774985 O0.58729396,1
Bi0.00306689 Mo0.20991011 P0.04362638 O0.74339662,0
Li0.43240874 Al0.01288722 Ge0.10638961 O0.44831443,0
K0.01353238 Be0.38281078 Si0.07135996 O0.53229688,0
Ba0.05015251 Si0.11314342 B0.22410588 O0.61259818,1
Ba0.1188866 Zn0.06885346 Ge0.20817329 O0.60408665,1
Na0.34955004 Ge0.15855831 O0.49189165,0
Ba0.08648518 Zn0.03257763 B0.30474975 O0.57618744,0
Li0.19341222 Mg0.01478956 B0.27212102 O0.5196772,0
Na0.10834828 Al0.0940877 B0.24090333 O0.55666069,1
Cs0.01454321 Si0.24141442 B0.10157677 O0.6424656,1
Mn0.20485466 Fe0.0910015 Si0.12092898 O0.58321486,1
Ag0.24517868 P0.13692998 W0.02471318 I0.1082487 O0.48492946,1
Na0.20723968 Al0.04331636 Tl0.01493861 P0.12994909 O0.39731657 F0.20723968,0
Na0.17533675 Fe0.05466067 Si0.2001144 O0.56988818,1
Ca0.13979253 Zn0.13515656 P0.12860052 O0.59645039,0
Ba0.20648404 Al0.11618357 B0.11862919 O0.55870319,0
Sr0.28850043 Ti0.02862009 Ga0.13485554 O0.54802393,0
Ga0.11514681 B0.21933334 Pb0.08189981 O0.58362004,0
Na0.09257999 Mn0.08643841 Zn0.09259494 P0.09257999 O0.27773998 F0.35806669,1
Cd0.11058632 B0.31153094 O0.57788274,0
K0.20189372 Ti0.09862693 Ge0.13375954 O0.56571981,1
La0.00532645 Zn0.0794764 B0.33109243 O0.58410472,1
Ba0.03091301 Al0.18594435 Si0.15777103 O0.6253716,0
Zr0.08071144 Ga0.05605144 W0.15443427 O0.70880285,1
Zn0.18073776 Si0.21284149 O0.60642075,0
Ta0.13125945 Ge0.18019731 O0.68854324,0
Al0.02252318 Zn0.0705238 Si0.26754815 O0.63940487,1
Ca0.19740125 Al0.12525338 Si0.09735469 O0.57999069,1
Ca0.18081241 Ge0.19103125 Bi0.02611257 O0.60204377,0
Al0.08826862 Zn0.10427459 P0.11136725 O0.33410174 F0.3619878,0
Li0.17819866 B0.27850121 W0.00911225 O0.53418788,1
Sr0.04395514 Li0.30484549 Si0.15160716 O0.49959221,0
V0.25430428 Bi0.04397401 O0.70172171,0
Mn0.25671234 Si0.02381698 P0.11860696 O0.60086372,0
Sr0.08109222 Ca0.03064092 B0.31061349 O0.57765337,1
Ag0.47568525 W0.02340678 I0.38569005 O0.11521793,0
La0.0779877 Be0.01905992 B0.30676437 O0.59618802,0
Bi0.01405757 B0.38594243 O0.6,0
Li0.12070338 Mn0.03136784 B0.3024837 O0.54544508,1
Nb0.15923826 Al0.17706644 O0.6636953,1
V0.1068462 B0.19478158 P0.03973839 O0.65863383,1
Mn0.28425602 Si0.14382932 O0.57191466,0
K0.25886389 Ge0.20062806 Pb0.00490999 O0.53559806,0
Nb0.04303405 Si0.26177297 Pb0.03203097 O0.66316202,1
Th0.00478374 Zn0.14260948 Si0.23347661 O0.61913017,0
Ba0.01071858 Na0.16565745 B0.29203067 O0.5315933,1
Th0.07884759 Zr0.25448575 O0.66666667,0
Ba0.06859392 Li0.09526919 Si0.23996946 O0.59616743,1
Ag0.30726282 Mo0.11843828 I0.13070528 O0.44359362,0
Al0.05341558 Si0.23969766 B0.05894723 O0.64793953,0
Li0.11471629 Ga0.04876663 Si0.23533633 O0.60118075,0
Na0.24185612 V0.1373615 Fe0.06258023 O0.55820215,0
Li0.29526811 V0.12482254 B0.04808758 O0.53182177,1
Nb0.11238144 Ge0.14273904 Pb0.08922391 O0.6556556,0
Y0.05035031 Al0.11699302 Si0.19388056 O0.63877611,1
Ba0.09415373 Ga0.03506991 Si0.24133926 O0.6294371,1
Bi0.06848751 B0.26499983 Mo0.04157041 O0.62494225,1
Na0.30373436 Al0.0361233 P0.12974006 O0.53040228,1
Ca0.02302338 Sb0.07817888 P0.21671601 O0.68208173,1
Ba0.04157748 Ti0.04892222 Si0.25669279 O0.65280751,0
Bi0.02930244 B0.32127137 Mo0.03089136 O0.61853482,1
Sr0.01817595 Si0.02063588 B0.36069619 O0.60049199,1
Sr0.08173518 B0.33461185 O0.58365296,1
Tl0.08330299 P0.24928244 Pb0.00127848 O0.66613608,1
Ba0.10473292 Mo0.00044626 P0.22535689 O0.66946393,1
Na0.22046448 B0.26772131 O0.51181421,0
Ag0.44108396 W0.0395798 I0.36010974 O0.1592265,0
Ba0.06932301 Ti0.13461607 Si0.15250193 O0.643559,0
Sr0.09522537 Ti0.07376847 B0.23529753 O0.59570862,1
Cs0.11077484 In0.0341339 Ge0.249501 O0.60559026,1
Li0.47571807 Al0.02534852 P0.06372903 O0.43520439,0
Ba0.08674777 Al0.03869491 Si0.24325573 O0.63130159,0
Na0.08756832 Zn0.16667173 P0.15294402 O0.59281593,1
Ba0.0060618 V0.21672265 B0.09173885 O0.6854767,1
Be0.14480891 Tl0.00600674 B0.28054883 O0.56863552,1
Li0.17171291 Zr0.01002037 B0.28494781 O0.53331891,0
Ba0.01417793 La0.0474084 P0.21938075 O0.54845187 F0.17058105,0
P0.13854293 W0.12877493 O0.73268213,1
Rb0.09414085 Ti0.14923925 Ge0.13702366 O0.61959624,0
Ca0.28385486 Ga0.1189903 Ge0.04493818 O0.55221666,1
Ba0.05590154 Ga0.01105731 B0.34422146 O0.58881969,1
Ca0.25851101 In0.00017405 Si0.16084762 O0.58046732,0
Co0.01025598 B0.33115689 P0.04331309 O0.61527404,0
Al0.10085789 Si0.08456568 P0.14118807 O0.67338836,0
Li0.55072995 P0.04968716 O0.39958289,0
Cd0.25048025 Bi0.14006535 B0.05955045 O0.54990395,0
Ca0.09226584 Sb0.04512951 P0.20075559 O0.66184907,1
Li0.19525846 Nb0.20203209 O0.60270945,0
Mn0.14147568 Fe0.14365027 Si0.11930765 O0.59556639,1
Sr0.0335136 Bi0.08541957 B0.28776954 O0.59329728,1
Cs0.02575069 Al0.03853273 P0.2471549 O0.68856168,0
Ba0.07815066 V0.05094091 B0.2661622 O0.60474623,1
Ba0.06441847 Ca0.03698007 Al0.05352341 P0.16057024 O0.48171073 F0.20279708,0
Ba0.0647283 Nb0.00997069 P0.23875599 O0.68654502,1
Mg0.11077441 Zn0.05484319 Si0.2229216 O0.6114608,0
Ba0.05249937 Zn0.03396846 Si0.27568812 O0.63784406,1
Mg0.16881204 Ga0.07477626 B0.19017411 O0.56623759,0
Na0.14032318 Sr0.09247702 Si0.2015204 O0.56567941,1
Zn0.12593882 Mo0.06027013 P0.1448691 O0.66892195,1
Mg0.213743 Ga0.00744793 B0.22155767 O0.5572514,1
Al0.01789364 Zn0.08440195 P0.16880389 Pb0.05626931 O0.50641168 F0.16621953,0
K0.29471035 Si0.18597816 O0.51931149,1
Na0.07522788 B0.06697114 Sb0.28789213 O0.56990885,0
Ba0.07258341 Si0.18522232 Pb0.14958311 O0.59261116,1
Ga0.04102167 Ge0.26721442 As0.02737217 O0.66439175,1
Al0.13493419 Zn0.05114036 P0.10228072 O0.30684216 F0.40480257,0
K0.19879403 Ti0.07920209 P0.13262933 O0.58937454,0
Ca0.06122883 Ge0.05414209 B0.28604643 O0.59858265,1
K0.28053356 In0.02239522 Si0.17440387 O0.52266735,1
Na0.16375593 Mg0.13995525 Si0.15815186 O0.53813695,1
Li0.08619547 Mn0.07191901 B0.29074751 O0.55113801,1
K0.0995873 Ti0.08721115 Si0.19632853 O0.61687302,1
Ag0.38695927 Ge0.09008117 I0.29863518 O0.22432439,0
Li0.10529555 B0.32151926 W0.00956463 O0.56362056,0
Mg0.16044003 Be0.20585 B0.10696797 O0.52674199,0
Cd0.06548367 B0.34761306 O0.58690327,1
Ba0.01565913 Al0.01390739 B0.37356531 O0.59686817,1
Ca0.12049303 B0.30360558 O0.57590139,1
Ba0.08071414 Na0.20432076 Y0.02345378 As0.10216038 O0.35756133 F0.23178961,1
Zn0.17505148 Ge0.21663235 O0.60831617,0
Mn0.06185216 Si0.29209856 O0.64604928,0
Na0.15384615 B0.30769231 O0.53846154,1
Sr0.13939806 Si0.24040129 O0.62020065,0
Cs0.02045799 Al0.05479044 Si0.27744564 O0.64730593,0
Ba0.00722073 Ga0.06208047 Si0.27678579 O0.65391301,0
Li0.56471187 B0.0551143 Mo0.00378661 O0.37638722,0
Be0.24660725 Al0.0690761 Ge0.11136508 O0.57295157,0
Li0.42148 Nb0.00526459 Si0.11645131 O0.4568041,1
Ba0.02484821 Ga0.03900009 B0.34112135 O0.59503036,1
Tl0.0001977 Cd0.12065634 Ge0.25279692 O0.62634904,1
Cs0.08097233 Ta0.05080328 Al0.28029201 O0.58793238,0
Cu0.06355028 P0.24939984 I0.06294929 Cl0.00060099 O0.6234996,1
Ba0.01048215 Al0.08222628 B0.309388 O0.59790357,0
Bi0.03923931 B0.26262366 Pb0.12267129 O0.57546574,1
La0.08650754 Cd0.02161013 B0.29620435 O0.59567797,1
Ba0.0899912 La0.00903842 P0.19824935 O0.49562337 F0.20709766,0
Na0.37670217 Ge0.06515269 P0.06842534 O0.48971981,1
K0.23887668 Ti0.02854614 P0.15887045 O0.57370673,1
Ba0.00300184 Nd0.02667331 Mo0.23182826 O0.73849659,0
V0.24972499 P0.0359893 O0.71428571,1
Na0.18012331 La0.00450855 B0.28741746 O0.52795068,1
Na0.05698495 Mn0.09489071 Zn0.14346771 P0.05698495 O0.17095484 F0.47671685,0
Li0.15950069 Mg0.13226783 Si0.16540443 O0.54282704,0
V0.02318273 Bi0.00600966 B0.36153452 O0.60927309,1
Si0.19843418 Pb0.1932776 I0.0362845 O0.57200371,1
Th0.04761153 Ta0.01743017 B0.31846393 O0.61649437,0
Hf0.0091294 Zn0.15736589 Ge0.21929334 O0.61421137,0
Li0.1931783 V0.11175489 B0.12763618 O0.56743063,1
Ba0.0655952 Li0.4578392 Bi0.07282032 O0.40374528,1
Cr0.06401216 Sb0.11080287 P0.16084641 O0.66433856,0
Th0.0430494 Zr0.04623287 B0.29286128 O0.61785645,0
La0.01797751 Mg0.22606116 Ge0.16764463 O0.58831669,1
Cd0.07317388 B0.20244742 P0.09929534 O0.62508336,0
Cu0.05409715 P0.18746379 Pb0.11784121 O0.64059784,0
Ba0.06777857 La0.01585067 P0.20950332 O0.5237583 F0.18310915,1
Mg0.22576906 P0.1567034 O0.61752755,1
Si0.20560551 Ge0.03935335 Bi0.10604936 O0.64899177,0
Li0.29038187 Ca0.19536978 Nb0.04962504 O0.46462331,0
Na0.0561235 Mn0.12629126 Zn0.11350291 P0.0561235 O0.16837049 F0.47958834,0
Na0.05831567 Sc0.08880181 B0.27620879 O0.57667373,0
K0.15187751 Ca0.08646556 Si0.19975087 O0.56190606,1
Al0.03150701 Zn0.03288456 Si0.28515446 O0.65045398,0
Ba0.10075423 Sr0.0180367 Al0.00977545 P0.20150847 O0.6045254 F0.06539975,1
Cd0.0131139 B0.38365244 Pb0.00732055 O0.59591311,0
K0.14779639 Cd0.04897587 Si0.22678456 O0.57644318,1
Fe0.10789975 Bi0.04869404 B0.2434062 O0.6,1
Li0.22063524 Dy0.00352099 B0.26409786 O0.5117459,1
Zn0.09959344 B0.32032524 O0.58008131,0
Mn0.11335052 Sn0.17937129 P0.11844468 O0.58883351,0
Co0.14511263 B0.06941578 P0.15321008 O0.63226151,0
Cd0.09512207 B0.32390235 O0.58097559,1
Li0.37082535 Si0.14792066 O0.48125399,1
Al0.04430005 Si0.23689876 B0.07142143 O0.64737975,0
Ta0.00709888 Ge0.24826179 Bi0.09214742 O0.65249191,1
Rb0.26203259 Ge0.20218056 Pb0.00020472 O0.53558213,0
Sb0.02373917 P0.21320904 Pb0.08534064 O0.67771115,1
Na0.13089654 Al0.19478183 Sb0.12668024 O0.54764138,0
K0.14868878 Nb0.0521697 Ge0.19812429 O0.60101723,1
Ce0.03495075 Si0.1401657 P0.13561447 O0.68926908,1
Mg0.12617707 B0.28785969 W0.00699916 O0.57896408,0
Si0.27703777 Bi0.06755468 O0.65540755,0
La0.01276901 Be0.30291602 Si0.12074848 O0.56356649,0
La0.0158295 Mg0.43921774 Mo0.02049769 O0.52445507,1
Zn0.141631 Cd0.04550437 B0.25029171 O0.56257293,1
Ti0.09974625 B0.27483978 Pb0.0068309 O0.61858307,0
Ba0.01471176 Nb0.01001366 P0.2672939 O0.70798067,0
Ba0.01676014 Al0.01467541 B0.37191648 O0.59664797,1
La0.04911781 Al0.06604769 Ge0.23736208 O0.64747242,0
Rb0.30015681 Ge0.18325493 O0.51658826,1
K0.10896921 Ba0.02030228 Y0.09856179 As0.10896921 O0.32690762 F0.33628991,0
Na0.10108197 Cd0.06942981 B0.28380697 O0.54568125,0
Na0.42523947 V0.02278032 B0.11296387 O0.43901634,0
Co0.15174945 P0.17732182 O0.67092873,0
Sr0.09330943 Ga0.26131173 Bi0.06404073 O0.58133811,1
Ca0.22907467 Mo0.07806531 P0.06559697 O0.62726304,0
Cd0.27801192 Si0.14219844 Pb0.00869041 O0.57109922,0
Na0.00104809 Ca0.17375932 Ge0.21696974 O0.60822284,1
Tl0.0483603 B0.37098382 O0.58065588,1
Li0.40808216 Mo0.05583093 P0.04701515 O0.48907176,1
Ba0.09096637 Cr0.02084661 P0.21884307 O0.66934395,1
Ag0.3315549 Ge0.12091085 I0.27987021 O0.26766404,0
Ca0.03967204 Ge0.18198233 B0.14988357 O0.62846206,1
Ca0.08768707 Ge0.27487529 O0.63743764,1
Ba0.09104265 Ta0.02623416 Si0.24203171 O0.64069148,0
La0.10537024 Cd0.01180798 B0.28518337 O0.5976384,0
Ba0.07400909 Al0.07885564 Si0.21828091 O0.62885436,1
Ca0.14910618 Al0.13262506 Si0.12340833 O0.59486043,1
Co0.13547333 B0.29162134 O0.57290533,1
Ba0.00693831 Na0.37761493 P0.11991457 O0.49553219,1
Ba0.00107993 V0.22733713 B0.08086407 O0.69071887,1
Ca0.03184542 Si0.23912466 Pb0.1094676 O0.61956233,1
Na0.17075376 Sb0.26339699 I0.17075376 O0.39509548,1
Al0.03347545 Si0.14201713 B0.196104 O0.62840343,1
Na0.36553979 B0.18067613 O0.45378408,1
Rb0.24723952 Ge0.20874304 Bi0.00116464 O0.5428528,1
Sr0.02913925 Sb0.08183429 P0.21061022 O0.67841624,1
Ca0.14208264 Si0.23225464 W0.0047677 O0.62089502,1
Mn0.00332777 Si0.18956802 Pb0.21232019 O0.59478401,0
Ga0.06223849 B0.17092122 Pb0.20855036 O0.55828993,1
V0.12072478 W0.14436582 O0.7349094,0
Ba0.17529887 Cu0.241021 Bi0.06694411 O0.51673603,1
Mn0.1387245 Zn0.24705391 B0.09137728 O0.52284432,0
Ca0.04977176 La0.03786344 B0.30241045 O0.51041083 F0.09954352,1
La0.06134511 Si0.1646721 B0.14104837 O0.63293442,0
Na0.38235766 Ta0.00430505 Ge0.13713194 O0.47620534,1
Ca0.19408677 Si0.04567294 P0.13565932 O0.62458096,0
Mn0.03722652 Si0.28334253 Pb0.03775969 O0.64167126,1
Y0.01117704 Al0.33169516 Si0.0476065 O0.6095213,0
Ba0.05307121 Ge0.10839945 B0.22746369 O0.61106565,1
Al0.15399479 Zn0.09643664 Si0.14071325 O0.60885532,0
Mg0.05247904 Al0.32592806 Si0.02674059 O0.59485231,0
Cu0.35378004 Mo0.04841742 P0.07359382 Cl0.03616374 O0.48804498,0
Ca0.18765126 Fe0.01350231 Si0.19698057 O0.60186586,0
B0.358541 Pb0.05182375 O0.58963525,1
Mg0.16582699 Al0.03172294 B0.23561546 O0.5668346,1
Ba0.08301114 Nb0.06224805 P0.1760313 O0.67870951,1
La0.01141786 Mn0.11727227 B0.29476433 O0.57654555,1
Mn0.28526645 Si0.04811353 P0.08146472 O0.5851553,0
Y0.01909001 Fe0.05000632 B0.33090367 O0.6,1
La0.03012952 B0.36987048 O0.6,1
K0.21411104 Na0.09774553 Mn0.02768343 P0.09774553 O0.29323659 F0.26947789,1
Ba0.00844648 Al0.14499289 Ge0.131563 O0.263126 F0.45187163,0
Bi0.02135194 B0.37864806 O0.6,1
Li0.33573442 Ti0.09869624 Ge0.06676989 O0.49879946,0
Na0.04841886 Al0.02739239 B0.3435563 O0.58063246,1
Ca0.16550634 B0.25203727 W0.00972354 O0.57273286,0
Ba0.06645465 Ca0.0712572 Al0.04514342 P0.13543026 O0.40629077 F0.2754237,0
Mg0.01810563 Si0.00371104 P0.27218732 O0.70599601,0
K0.16320534 Ti0.10843132 Si0.14329934 O0.585064,0
Li0.25102366 Zn0.01187863 B0.2398829 O0.49721481,1
Mg0.18368827 Ta0.00334319 B0.24836892 O0.56459962,1
V0.09251773 Bi0.00630542 B0.26416975 O0.63700709,1
Ca0.05321451 Al0.14757315 Si0.17487937 O0.62433297,1
K0.10568057 Al0.03254401 Ge0.25337304 O0.60840238,1
Li0.09450872 Ge0.28607897 O0.61941231,0
Ba0.0607987 Ti0.2154856 Si0.07731527 O0.64640043,1
Si0.08374365 Pb0.32668819 I0.19078533 O0.39878283,0
Al0.0997722 B0.25812054 Pb0.05263407 O0.58947319,1
Li0.31487595 Ce0.00458613 Si0.17130923 O0.50922869,1
Ca0.1592514 Ga0.19300278 Bi0.0795961 O0.56814972,1
Ti0.16782036 Bi0.1084835 Pb0.1126651 O0.61103105,1
K0.00350142 Ti0.02658474 Si0.30499788 O0.66491596,1
V0.2849825 P0.00073179 O0.71428571,1
Li0.36733425 Si0.14966621 O0.48299954,0
Mg0.20458292 Al0.03550383 Si0.16735819 O0.59255505,1
Na0.45508501 Bi0.00878418 B0.11816482 O0.417966,0
Cd0.05713564 B0.35429149 O0.58857287,0
La0.08797801 Yb0.02390139 B0.2881206 O0.6,0
Cu0.07579233 P0.24240438 I0.04600158 Cl0.02979076 O0.60601095,1
Si0.13561422 Pb0.26829884 I0.11311934 O0.48296761,0
Ga0.19851762 Bi0.01821629 As0.13090435 O0.65236174,0
Mg0.10772485 Zn0.04000004 Si0.23485008 O0.61742504,0
Mg0.16368313 Al0.04892141 Si0.1834434 O0.60395205,1
Ba0.07721694 Na0.08894636 Ga0.08090435 P0.08894636 O0.26683907 F0.39714693,0
Li0.17003746 V0.15004893 B0.08790903 O0.59200459,1
Ba0.06750436 Si0.28833043 O0.64416521,1
Na0.10362384 Tl0.03589733 B0.3162873 O0.54419153,0
Zn0.29441933 Si0.07978193 Pb0.08590778 O0.53989096,0
Ca0.07106278 Al0.03326266 Si0.25823927 O0.6374353,0
V0.19632584 Bi0.03908787 B0.08605595 O0.67853034,1
Sb0.03991567 P0.18500279 Pb0.1063927 O0.66868884,0
Ca0.06896903 Ti0.04619979 P0.20670359 O0.67812759,0
Ba0.01238645 Tl0.07534628 Si0.28740256 O0.62486471,0
Ge0.30481224 Bi0.03422531 O0.66096245,1
Li0.39565496 Nb0.04447814 Al0.10033762 O0.45952927,1
La0.01351018 B0.01363677 P0.26632361 O0.70652944,0
Th0.00892272 Ge0.27782471 Bi0.05590309 O0.65734949,0
Ba0.08095508 Ca0.17843639 Ge0.05099737 B0.05991542 O0.27282295 F0.35687278,1
Al0.31924489 Si0.06729593 O0.61345919,0
Cs0.12346821 Nb0.07137397 Al0.22599551 O0.5791623,0
Na0.39880789 Zr0.00706739 B0.1522344 O0.44189032,1
Ba0.0444048 Nb0.00209205 Si0.28648781 O0.57820575 F0.08880959,0
Sr0.14198508 Ti0.01878984 Si0.21988677 O0.61933831,1
Si0.23818855 Pb0.14271718 O0.61909427,0
Ti0.06278961 V0.1605407 P0.07135392 O0.70531577,1
Sr0.01913923 La0.04487659 Ge0.28317669 O0.65280749,0
Ba0.06294657 Zn0.17572227 B0.20906493 O0.55226623,0
Cu0.08832171 B0.32175172 Pb0.00948864 O0.58043793,1
Zr0.03999973 Ge0.00196266 Pb0.43705642 O0.52098119,0
Na0.30558197 Ti0.00035501 Ge0.18018735 O0.51387568,0
Cs0.18537494 Sn0.0003405 Ge0.24030536 O0.57397919,0
Na0.3439226 Ge0.05961748 B0.12210547 O0.47435445,1
Li0.00189075 Nb0.12816858 Al0.21942954 O0.65051113,1
Bi0.0862881 B0.3137119 O0.6,1
Th0.01979643 Ti0.05496537 B0.31028583 O0.61495236,0
Ca0.11844988 Al0.08686123 P0.15598491 O0.63870399,0
Mg0.14602867 Ga0.06032764 B0.22284943 O0.57079427,1
K0.03920211 Bi0.02050672 B0.35597202 O0.58431916,0
Sr0.04604233 Ti0.02912511 P0.23444 O0.69039256,1
Ba0.02249284 Al0.01499589 B0.36700984 O0.59550143,1
Sr0.03765951 Al0.14777838 Si0.18507834 O0.62948377,0
Tl0.00016397 Si0.27936992 Pb0.08082214 O0.63964397,1
Tl0.03150276 Zn0.15671108 B0.25572948 O0.55605668,0
V0.12467691 P0.16103738 O0.71428571,1
Zn0.18203034 Si0.2042281 Bi0.009302 O0.60443955,0
V0.04101773 P0.11004308 W0.1178218 O0.7311174,0
Ga0.22238233 Bi0.00481935 Pb0.21599791 O0.55680042,0
K0.26096381 P0.17387265 O0.56516354,0
Ba0.0383045 Be0.23481484 Ge0.15125378 O0.57562689,1
Mn0.11326879 Fe0.0247214 B0.28466356 O0.57734624,1
Nd0.01614063 Zn0.13546915 P0.19677432 O0.6516159,1
Al0.32255726 Si0.06453561 O0.61290712,0
Cd0.21213605 P0.16449369 O0.62337027,0
Na0.13153975 Al0.09994841 P0.15794839 O0.61056346,0
La0.03196599 B0.36803401 O0.6,0
Li0.52214174 Ta0.00685881 Si0.06426052 O0.40673893,0
Ga0.09540184 Ge0.20499295 Bi0.05860662 O0.64099859,1
Ca0.16219242 P0.1930329 O0.64477468,1
Li0.00181175 Zn0.16691835 P0.18955591 O0.64171399,1
Ba0.05654395 Zn0.06432653 Si0.25275301 O0.62637651,1
Na0.01030722 Bi0.00980266 B0.384013 O0.59587711,1
Al0.26216938 Cd0.07032752 Pb0.10196075 O0.56554234,1
Tl0.05447054 B0.36731768 O0.57821179,0
Ca0.13362635 Al0.0488498 Si0.20354093 O0.61398292,1
Ca0.13792544 Nb0.00969929 P0.19720045 O0.65517481,1
V0.07711304 P0.16218758 W0.04061196 O0.72008742,1
Sr0.12373127 Si0.13213487 B0.14245314 O0.60168072,1
V0.27181302 Bi0.01946178 O0.70872521,0
Ge0.2373666 Pb0.1439501 O0.6186833,1
Er0.0096228 Zn0.00106388 P0.27823293 O0.71108039,1
Nd0.02363773 Si0.28253227 Bi0.03732355 O0.65650645,0
K0.13025413 Ba0.06584415 Nb0.13548982 O0.27097965 F0.39743225,0
Li0.04623069 Al0.02765031 B0.34461128 O0.58150773,1
Ca0.0199899 Al0.05876894 Si0.27103262 O0.65020854,0
Sr0.04117268 Ga0.3501586 Bi0.01690326 O0.59176546,0
Ca0.20690397 Ti0.06014639 P0.1159294 O0.61702025,1
Na0.03321612 Zr0.00835357 Si0.30837171 O0.65005861,0
Bi0.05181551 B0.34818449 O0.6,1
La0.04288453 Ti0.17494561 Nb0.1051291 O0.67704076,1
K0.12827737 B0.3216827 Mo0.0008443 O0.54919563,1
K0.02194041 Al0.08107778 P0.21839855 O0.67858326,0
Ba0.14213925 Al0.21374486 Si0.06045312 O0.58366277,0
Th0.00354152 Tl0.02707288 B0.37950645 O0.58987915,0
Al0.02583648 Bi0.14225048 B0.23191304 O0.6,0
Ca0.20765369 Si0.15761306 P0.03195812 O0.60277512,0
Al0.10195298 Si0.28823258 C0.11958019 O0.49023425,0
Be0.24440835 V0.08317799 P0.06287439 O0.60953928,1
Sr0.0291089 B0.37671288 O0.59417822,1
Be0.11667478 Bi0.00883388 B0.2978263 O0.57666504,1
Ca0.22680743 Al0.17146074 Si0.03924443 O0.5624874,1
Mn0.06785454 Sn0.10816153 P0.18513368 O0.63885026,1
K0.01541854 Be0.4548637 Si0.0223816 O0.50733616,0
Ca0.18660924 Al0.20344486 Si0.03938979 O0.57055611,1
Cd0.12820329 Ga0.0318543 Ge0.22131922 O0.61862319,1
Nb0.08714298 P0.13381308 Pb0.11332689 O0.66571705,0
Sr0.08350733 Li0.18202012 Ge0.18665172 O0.54782083,1
Rb0.09147181 Si0.28759743 O0.62093076,1
Cd0.10196119 Ge0.0102094 B0.30617977 O0.58164964,1
Li0.32242446 Ta0.00776031 Si0.1630674 O0.50674782,1
Li0.28588176 Si0.09719247 B0.11183998 O0.50508579,1
Sr0.07915017 Ga0.10914714 Si0.1896106 O0.62209209,1
Li0.36083128 Pr0.00093817 B0.18256306 O0.45566749,0
Ti0.0317982 B0.32186258 Pb0.04997447 O0.59636475,1
Ba0.02504448 B0.37996441 O0.5949911,1
Ba0.08623575 B0.27812443 Mo0.03305436 O0.60258547,0
