formula,target
Na0.23131254 Ti0.12007063 B0.11712772 O0.53148911,1
Na0.2478185 Bi0.10172027 B0.14958863 O0.5008726,0
Na0.07200207 W0.22299922 O0.7049987,0
Na0.23204787 Ta0.00132979 Si0.21575798 O0.55086436,1
Na0.07407407 Ge0.22222222 Pb0.11111111 O0.59259259,1
Na0.28050089 Mg0.07334526 Ge0.14418605 O0.5019678,0
Zn0.20689655 Si0.05172414 B0.17241379 O0.56896552,1
Tl0.0162767 Bi0.29664293 B0.09359105 O0.59348932,0
Ca0.114506 Mg0.02855511 B0.28555111 O0.57138778,1
Na0.12565947 Ti0.03669065 B0.28057554 O0.55707434,0
Al0.03996421 Si0.24634656 B0.06441992 O0.64926931,1
Zn0.18032787 Si0.04918033 B0.19672131 O0.57377049,1
Ca0.23508772 Ge0.12202729 B0.06549708 O0.57738791,0
K0.1106175 Bi0.22390049 B0.10972901 O0.555753,0
Bi0.0784 B0.3216 O0.6,0
Al0.02665051 Si0.2571169 B0.06480921 O0.65142338,0
Sr0.11476817 Mg0.0289067 B0.2850601 O0.57126503,1
Si0.04300608 Bi0.25977411 B0.08861859 O0.60860122,1
Th0.01995012 B0.17883862 Pb0.24652654 O0.55468472,1
Zn0.17460317 Si0.03174603 B0.22222222 O0.57142857,1
Mg0.11809317 B0.30552546 O0.57638137,1
Na0.06557377 Al0.01639344 P0.24590164 O0.67213115,1
Sr0.10822395 B0.28984731 W0.01473346 O0.58719529,1
Zn0.2 Si0.10909091 B0.10909091 O0.58181818,0
Na0.00036291 Cu0.05389222 P0.2547632 O0.69098167,1
K0.00401606 B0.15542169 Sb0.24216867 O0.59839357,0
Na0.08900999 Ti0.02316076 B0.31880109 O0.56902816,1
Si0.02380952 Ge0.07142857 B0.28571429 O0.61904762,1
La0.13733362 B0.17240651 W0.05641242 O0.63384745,0
Bi0.24655397 B0.073342 Pb0.10013004 O0.57997399,0
Bi0.1804 B0.2196 O0.6,1
Ca0.02870189 Bi0.26875408 B0.10828441 O0.59425962,1
Li0.09017643 Y0.05401873 B0.29187541 O0.56392943,0
Si0.02272727 Ge0.04545455 B0.31818182 O0.61363636,1
Sr0.06666667 Si0.23333333 B0.06666667 O0.63333333,1
Bi0.31477691 B0.07900123 Pb0.00777732 O0.59844454,0
Cd0.08375 In0.0245 B0.3085 O0.58325,1
Na0.08294166 Mn0.09980647 B0.27038983 O0.54686204,1
Li0.1368804 Nd0.02319236 B0.2946794 O0.54524784,1
Na0.23713647 W0.16107383 O0.60178971,0
Na0.06029233 Zn0.15408039 B0.24056029 O0.54506699,1
Ba0.02364124 Na0.14769681 B0.29246893 O0.53619303,1
Na0.33708839 B0.18717504 O0.42287695 F0.05285962,0
Na0.16089888 V0.03730337 B0.25123596 O0.5505618,1
Li0.0845987 Al0.04208243 B0.30715835 O0.56616052,1
Li0.06292517 Bi0.04251701 B0.31972789 O0.57482993,1
Na0.12733333 Li0.21533333 Si0.162 O0.49533333,0
Na0.19047619 Fe0.04761905 B0.23809524 O0.52380952,0
Bi0.0856 B0.3144 O0.6,0
Na0.06371681 V0.24135157 P0.01705551 O0.67787611,0
Na0.08742932 Al0.08481949 B0.26272292 O0.56502827,1
Na0.00120144 B0.20664798 Sb0.19263116 O0.59951942,0
Ba0.12877264 Na0.12273642 P0.12273642 O0.36820926 F0.25754527,0
Na0.1368804 Al0.13506139 B0.18281037 O0.54524784,1
Be0.02333414 B0.34592254 Pb0.04426269 O0.58648064,1
Na0.00239904 Zn0.19952019 Ge0.19912035 O0.59896042,0
Zn0.12676056 Si0.01408451 B0.28169014 O0.57746479,1
Sr0.09679618 Si0.2068848 B0.0743013 O0.62201772,0
Na0.18990957 Ga0.21227987 B0.07377439 O0.52403617,0
Na0.17702448 B0.29378531 O0.52919021,1
Na0.11131841 Zn0.1483209 B0.21455224 O0.52580846,1
Na0.04854911 Zn0.11551339 B0.27845982 O0.55747768,1
Na0.37211855 Al0.03183315 B0.14489572 O0.45115258,0
Sr0.16972001 Ge0.10957484 B0.13273419 O0.58797096,1
Na0.18708452 B0.28774929 O0.52516619,0
Bi0.10777559 B0.23080709 Pb0.07677165 O0.58464567,1
Sr0.1379064 Ge0.18720972 B0.06502322 O0.60986066,1
Ba0.0842959 B0.32292947 Cl0.04816908 O0.54460555,1
Mn0.27272727 B0.18181818 O0.54545455,0
Li0.02188184 Mn0.11570022 B0.29431072 O0.56810722,1
Ti0.13680026 B0.13381915 Pb0.12752567 O0.60185492,0
Na0.29489826 Mg0.05986435 B0.17516957 O0.47006783,1
Na0.4109027 Ti0.02725674 B0.12075029 O0.44109027,0
Na0.09837377 Al0.03785657 B0.26073047 O0.39109571 F0.21194348,0
Na0.1171622 Fe0.11775096 Si0.17662644 O0.58846041,1
Na0.34890629 Bi0.16365109 B0.02700513 O0.46043748,0
Na0.12480499 Si0.21840874 B0.06302652 O0.59375975,1
La0.14032666 B0.01932367 Mo0.15021854 O0.69013112,0
Na0.00849032 Zn0.1055983 B0.31042717 O0.57548421,1
Na0.02082483 Al0.10167415 B0.28583095 O0.59167007,1
Na0.1703668 Mg0.01206564 B0.28812741 O0.52944015,1
Na0.20066445 Si0.23023256 B0.00332226 O0.56578073,1
Na0.05925098 Si0.16908888 B0.16154276 O0.61011738,1
Na0.06292517 Bi0.17006803 B0.19217687 O0.57482993,0
K0.11466983 V0.12613681 B0.15460656 O0.60458679,1
K0.21733333 Na0.152 Ge0.14866667 O0.482,0
Na0.04079933 Ga0.04329725 B0.33222315 O0.58368027,1
Na0.2045734 Ti0.01180231 B0.26309319 O0.5205311,0
Ba0.03702422 Na0.26643599 Ge0.17543253 O0.52110727,1
Na0.27484364 B0.18902015 O0.30576789 F0.23036831,0
Na0.066 Tl0.274 Ge0.16333333 O0.49666667,0
Na0.13970759 Ce0.0243676 Cd0.06799722 P0.13970759 O0.41912277 F0.20909724,1
Na0.04162331 Al0.02081165 B0.35421436 O0.58335068,1
Na0.01999184 Bi0.36801306 B0.01999184 O0.59200326,0
Zn0.03725038 Ge0.23195084 Pb0.11482335 O0.61597542,1
Na0.04041721 Ti0.02303346 B0.34810952 O0.58843981,1
Na0.05071477 Fe0.08985705 P0.19979578 O0.6596324,1
Na0.23515579 Fe0.11816578 Si0.11728395 O0.52939447,1
Na0.03278689 Al0.08196721 P0.21311475 O0.67213115,0
Na0.10321894 Sr0.07608406 B0.27720138 O0.54349561,0
Na0.01639344 Al0.1147541 P0.19672131 O0.67213115,0
Na0.04733976 Bi0.1470465 B0.22454964 O0.5810641,1
Na0.18877794 Bi0.02472658 B0.26200666 O0.52448883,0
Na0.06609808 Al0.04136461 B0.31897655 O0.57356077,1
Fe0.18152794 B0.18107184 Pb0.04675029 O0.59064994,0
Na0.00079984 B0.26674665 Sb0.13277345 O0.59968006,0
Na0.25 Al0.09090909 P0.11363636 O0.54545455,0
Na0.36084337 Ti0.07259036 B0.09638554 O0.47018072,0
Na0.31675875 Al0.07997895 B0.1299658 O0.4732965,0
Na0.00020012 Al0.01801081 B0.3818291 O0.59975986 F0.00020012,0
Na0.05657143 Si0.186 B0.14285714 O0.61457143,1
Na0.06928999 Ga0.11890505 B0.23952096 O0.572284,1
Na0.37866667 Si0.144 O0.47733333,1
Zn0.21635884 B0.22691293 O0.55672823,0
Na0.05 Zr0.034 Si0.27433333 O0.64166667,1
Na0.37008872 Al0.04942966 Si0.10709759 O0.47338403,1
Na0.11154273 Ta0.08379578 Si0.17980022 O0.62486127,1
Ge0.33333333 O0.66666667,1
Na0.17419635 Sr0.04300608 P0.17419635 O0.52258905 F0.08601216,1
Na0.13142455 B0.253931 W0.04200892 O0.57263553,0
Na0.12464942 Ta0.0330321 Si0.23247117 O0.6098473,1
Na0.02996255 Si0.26529338 B0.06367041 O0.64107366,0
Na0.13164894 Si0.26529255 B0.00265957 O0.60039894,1
Na0.05714286 Fe0.14285714 Si0.18571429 O0.61428571,0
Na0.08969466 Fe0.21326336 Si0.1226145 O0.57442748,0
Na0.056932 Si0.13046916 B0.20927781 O0.60332103,1
Na0.11209964 Fe0.22286477 B0.10987544 O0.55516014,0
Na0.082 Zr0.07533333 Si0.217 O0.62566667,1
Na0.18910457 Si0.18816531 B0.06073889 O0.56199123,1
Na0.10855811 Li0.14518815 Si0.20646021 O0.53979354,0
Na0.22222222 Al0.11111111 P0.11111111 O0.55555556,0
Na0.27918171 Ta0.04873646 Si0.13688327 O0.53519856,1
Na0.206 Li0.10466667 Si0.178 O0.51133333,0
Ba0.07181136 Na0.0350125 Si0.26795284 O0.62522329,0
Ba0.05300105 Na0.13969814 Si0.22815023 O0.57915058,1
Na0.1257409 V0.06731583 B0.23031329 O0.57662997,1
Na0.29803922 Fe0.01470588 Si0.17287582 O0.51437908,1
Na0.13533152 Al0.13351499 B0.1852861 O0.54586739,0
Na0.02249489 Ga0.08220859 B0.30429448 O0.59100204,0
Na0.02910855 Pr0.09035779 Si0.2434809 O0.63705276,0
Na0.06821346 B0.21206497 Mo0.09187935 O0.62784223,0
Na0.18047337 La0.11242604 Si0.14940828 O0.55769231,0
Na0.171875 Al0.0625 Si0.1953125 O0.5703125,1
Na0.10619469 B0.33628319 O0.55752212,1
Na0.32015554 La0.02786779 Si0.1500324 O0.50194426,0
Na0.16666667 Si0.25 O0.58333333,1
Na0.18761726 La0.0619137 Si0.18792996 O0.56253909,1
K0.30066667 Na0.06733333 Si0.14933333 O0.48266667,1
Ba0.07142857 Na0.07142857 Si0.25 O0.60714286,0
Na0.08823529 Si0.19117647 B0.11764706 O0.60294118,1
Na0.09127337 B0.31032947 W0.02181656 O0.57658059,1
Na0.22189638 Ga0.00048876 B0.26637341 O0.51124145,0
Na0.13333333 Si0.26666667 O0.6,1
Na0.32098765 B0.17391304 Mo0.02093398 O0.48416532,0
Na0.1575 Al0.0625 Ge0.2025 O0.5775,1
Na0.26588846 La0.02723735 Ge0.17769131 O0.52918288,0
Na0.16658723 Li0.04814109 Mn0.0235939 P0.16658723 O0.49976168 F0.09532888,1
Na0.25766871 Fe0.03228931 Si0.17759122 O0.53245076,1
Na0.25452423 Al0.12434326 Si0.10245184 O0.51868068,0
Na0.252 Ti0.11733333 Si0.09 O0.54066667,0
Na0.0991021 Sc0.00133023 Si0.28267376 O0.61689391,1
Na0.15783784 Ca0.08108108 Si0.20036036 O0.56072072,0
K0.05138472 Na0.24357691 Ge0.18585252 O0.51918585,0
Na0.29247827 Mg0.06862451 B0.16961343 O0.46928379,0
Na0.02666667 Si0.006 Pb0.314 O0.02533333 F0.628,0
Na0.21428571 Zn0.04761905 P0.16666667 O0.57142857,1
Na0.05708245 Bi0.13953488 B0.22621564 O0.57716702,1
Na0.09351621 Ta0.03241895 Si0.24875312 O0.62531172,1
Na0.19565217 Al0.13043478 P0.10869565 O0.56521739,0
Na0.1242515 Ca0.12275449 Si0.18937126 O0.56362275,0
Na0.14268951 B0.26519596 W0.03074396 O0.56137057,1
Na0.20918984 Ga0.09310762 Ge0.15114873 O0.54655381,1
Na0.15844839 La0.01380671 Si0.24260355 O0.58514135,1
Na0.02508961 Si0.12749616 B0.23195084 O0.61546339,0
Na0.02446331 Si0.11183225 B0.25112332 O0.61258113,0
Na0.00039976 Bi0.26104337 B0.13871677 O0.5998401,1
Na0.11253293 Cu0.01844185 P0.22694769 O0.64207753,1
Na0.21836866 Ga0.03660886 Ge0.19364162 O0.55138086,1
Na0.31578947 Ga0.07736842 B0.13315789 O0.47368421,1
Na0.11538462 Al0.11538462 P0.15384615 O0.61538462,0
Na0.38811771 B0.16712937 O0.44475292,0
Ba0.09011628 Na0.17950581 Si0.18350291 O0.546875,1
Si0.02061641 Bi0.24989588 B0.12536443 O0.60412328,1
Na0.19688841 Ta0.09763948 Si0.12097639 O0.58449571,1
Ga0.1805398 B0.18371513 Pb0.04468133 O0.59106373,0
Na0.22679266 Si0.08143413 B0.16620345 O0.52556976,1
Na0.34186576 Ti0.04010239 B0.14675768 O0.47127418,1
Na0.18271733 Mg0.03956273 B0.25871942 O0.51900052,0
Na0.18866957 B0.13791336 Mo0.09305306 O0.58036401,0
Na0.24011799 Si0.11740413 B0.11504425 O0.52743363,1
Gd0.07368421 Ga0.13684211 Ge0.15789474 O0.63157895,1
Ba0.1082379 Na0.14480975 Ge0.18876986 O0.55818249,1
Na0.21956643 Ti0.08504725 B0.16620345 O0.52918288,1
Na0.10178817 V0.20632737 P0.03576341 O0.65612105,1
Na0.19832402 V0.00119713 P0.19952115 O0.6009577,1
Na0.00480934 P0.21023703 W0.06423909 O0.72071453,0
Na0.38888889 Ga0.02666667 B0.14 O0.44444444,0
Na0.33100233 W0.12587413 O0.54312354,0
Na0.31371519 Ga0.05307409 B0.15869679 O0.47451393,1
Na0.08885017 B0.1445993 Sb0.20209059 O0.56445993,0
Na0.26582278 Al0.06835443 B0.1721519 O0.49367089,1
Na0.07541362 Ca0.15313582 Si0.19353598 O0.57791458,0
Na0.23410185 B0.20724601 W0.03268305 O0.52596909,1
Na0.24515322 Ti0.15916198 B0.0619137 O0.53377111,1
Na0.18641158 B0.22418445 Mo0.03998038 O0.5494236,0
Na0.2962963 Ge0.0867137 B0.11816578 O0.49882422,1
Na0.32664234 Al0.08759124 Si0.09701946 O0.48874696,0
Na0.04686238 Sr0.0999192 B0.29194721 O0.56127121,1
Na0.08648414 Ga0.1303781 B0.21773142 O0.56540635,1
Na0.15449291 Ti0.07961114 B0.21177089 O0.55412507,1
Na0.38811771 Al0.05607996 B0.11104942 O0.44475292,0
Na0.38888889 Al0.05555556 B0.11111111 O0.44444444,0
Na0.27777778 Ti0.05555556 B0.16666667 O0.5,1
Na0.31831832 Zr0.03903904 Si0.13513514 O0.50750751,0
Na0.18705036 Al0.06255865 Ge0.18767595 O0.56271505,1
Ti0.00041667 Ge0.16625 Pb0.25 O0.58333333,0
Na0.02092154 Mg0.07521793 B0.32727273 O0.5765878,0
Na0.0285533 La0.04822335 Si0.27887056 O0.64435279,1
Na0.15943491 B0.14127144 Mo0.10191726 O0.59737639,0
Na0.02649365 Si0.16193566 B0.18978102 O0.62178967,1
Na0.26333333 Ge0.20166667 O0.535,0
Na0.1592458 Mn0.06792367 P0.1592458 O0.47773739 F0.13584734,1
Na0.18106355 Be0.0386511 B0.26044099 O0.51984436,0
K0.046 Na0.228 Ge0.19633333 O0.52966667,1
Na0.06252326 Ca0.11648679 Ge0.22441384 O0.59657611,0
Na0.3494142 Ca0.03376981 Si0.13611303 O0.48070296,0
Na0.12815884 Al0.1534296 B0.16967509 O0.54873646,0
Na0.19099786 P0.09526078 W0.09502262 O0.61871874,1
Na0.30933333 Li0.076 Si0.14066667 O0.474,1
Na0.1786893 Al0.15841584 B0.13437058 O0.52852428,1
Na0.12201074 Ti0.04904832 B0.26793558 O0.56100537,0
Na0.31440589 Ga0.00052576 B0.2108307 O0.47423764,0
K0.25066667 Na0.11133333 Ge0.15233333 O0.48566667,1
Na0.06533333 Zr0.05033333 Si0.25033333 O0.634,1
Na0.09989485 Ti0.10725552 B0.21135647 O0.58149317,1
Na0.08695652 Bi0.08652174 B0.26130435 O0.56521739,0
Na0.0431622 Ti0.04634257 B0.31849159 O0.59200363,1
Ga0.15040953 Bi0.01935964 Pb0.28778853 O0.54244229,0
Na0.14779116 V0.1437751 B0.11004016 O0.59839357,1
K0.07201746 Na0.09844811 B0.19689622 P0.07201746 O0.56062076,1
Na0.41402715 B0.15158371 O0.43438914,1
Na0.20134551 B0.2791927 O0.5194618,0
Na0.18669528 Be0.05150215 B0.24678112 O0.51502146,1
Na0.15647163 Ce0.02216312 P0.15647163 Pb0.04299645 O0.46941489 F0.15248227,1
K0.01513002 Na0.16690307 B0.29078014 O0.52718676,0
Na0.26666667 Ti0.03870968 B0.19354839 O0.50107527,0
Ba0.0373444 Na0.05878285 Ge0.27904564 O0.62482711,1
Na0.07014868 Ca0.14372856 Si0.20243995 O0.58368281,0
Na0.05211025 Th0.0122739 B0.35400517 O0.58161068,0
Na0.09093285 Be0.07185785 B0.28795401 O0.54925529,1
Nd0.12307692 Ga0.10769231 Ge0.14102564 O0.62820513,0
Na0.10305153 Si0.07378689 B0.24962481 O0.57353677,1
Dy0.1027027 Ga0.08648649 Ge0.17567568 O0.63513514,0
Na0.0506012 Ti0.1009519 B0.24849699 O0.5999499,0
Na0.12612613 B0.22477477 Sb0.09954955 O0.54954955,0
Na0.08949838 Mg0.08372429 Ge0.23276795 O0.59400938,0
Na0.04253545 Sc0.02168474 B0.35279399 O0.58298582,1
Na0.00071327 Ge0.2863766 Pb0.06990014 O0.64300999,1
Na0.20382883 Ti0.10191441 B0.15540541 O0.53885135,0
K0.39520958 Ge0.1330672 W0.00199601 O0.46972721,0
Na0.18133333 Th0.03533333 Si0.20733333 O0.576,1
Li0.02163588 Mn0.09920844 B0.30765172 O0.57150396,1
Sr0.0870063 Zn0.05666857 B0.2850601 O0.57126503,1
Na0.10526316 Cd0.05263158 Si0.24561404 O0.59649123,1
Na0.47466667 Si0.035 Ge0.061 O0.42933333,0
Na0.10526316 Fe0.21052632 Si0.10526316 O0.57894737,0
V0.04616559 B0.33536818 O0.61846623,1
Na0.28767123 Al0.02283105 P0.14611872 O0.543379,0
Ba0.24318829 Al0.12444083 Zn0.10126068 O0.53111021,0
Na0.02742074 Si0.19965724 B0.14395887 O0.62896315,0
Na0.1752381 Al0.04761905 Si0.20603175 O0.57111111,1
Na0.02907329 Si0.24258025 B0.09145972 O0.63688674,0
Na0.06046512 Mg0.16395349 Si0.19379845 O0.58178295,0
Na0.07501512 Al0.09255898 Si0.21869328 O0.61373261,0
Na0.16129032 Al0.1202346 Si0.15249267 O0.5659824,1
K0.0761745 V0.23724832 B0.02214765 O0.66442953,1
Na0.19098985 Al0.04822335 Si0.19765228 O0.56313452,1
La0.21729683 Si0.04324207 B0.13081269 O0.60864841,0
Na0.10053262 Ta0.00066578 Si0.28229028 O0.61651132,1
Na0.17711091 Ta0.05825243 Si0.17681671 O0.58781995,1
Na0.14742366 Si0.02266221 B0.28435115 O0.54556298,1
Li0.08601216 Bi0.02215465 B0.32623805 O0.56559513,1
Si0.02388935 Bi0.28709137 B0.08424141 O0.60477787,1
Sr0.12842809 Ge0.14347826 B0.12508361 O0.60301003,1
Na0.00039976 Bi0.27143714 B0.12832301 O0.5998401,1
Na0.12375 Ga0.0625 Ge0.219375 O0.594375,1
Ba0.0844313 B0.1866093 Mo0.09115354 O0.63780586,0
Sr0.0928982 Mg0.05599852 Al0.07268682 B0.1857964 O0.48062303 F0.11199703,1
Na0.24733096 Mo0.06227758 P0.10854093 O0.58185053,0
Na0.00040016 Bi0.18687475 B0.21288515 O0.59983994,1
Al0.1155276 Zn0.14326566 B0.16985988 O0.57134687,0
Ti0.04065744 Bi0.11288927 B0.2383218 O0.60813149,0
Na0.21484776 Ca0.0263428 Si0.20834759 O0.55046185,1
Zn0.13858093 B0.24722838 As0.02993348 O0.58425721,0
Na0.134 Si0.16766667 Ge0.09866667 O0.59966667,1
Ba0.03519669 Na0.13733609 Si0.24120083 O0.58626639,1
Bi0.27292524 B0.07113477 Pb0.06992499 O0.586015,0
Li0.36057427 B0.15184981 Mo0.01987852 O0.4676974,1
Ba0.08219178 Zn0.04109589 B0.30136986 O0.57534247,1
Ba0.20336134 Ge0.03529412 B0.19495798 O0.56638655,1
Ti0.1156645 B0.07889697 Pb0.22788204 O0.57755649,0
Sr0.04652827 Ge0.02672393 B0.33070866 O0.59603913,1
Li0.1327594 Bi0.04712279 B0.27322157 O0.54689624,1
Li0.18802334 B0.27911698 Cl0.04034509 O0.49251459,1
Cu0.0116117 B0.04737575 Pb0.4291686 O0.51184394,0
Li0.2345679 V0.04748338 B0.19278253 O0.52516619,1
K0.01605903 Na0.14149306 B0.28298611 P0.01605903 O0.54340278,1
Bi0.268 B0.132 O0.6,0
Li0.04427736 Ga0.03467001 B0.33876358 O0.58228906,1
Ca0.0889283 Al0.12870535 B0.20015201 O0.58221434,1
Li0.00563154 Eu0.03459372 B0.36202735 O0.59774739,0
Ca0.14449541 B0.28440367 O0.57110092,0
Sr0.0212766 La0.1693617 B0.21361702 O0.59574468,1
Ti0.05969284 B0.24051 Pb0.10982324 O0.58997392,0
Ba0.03048397 B0.24764299 Pb0.15996229 O0.56191075,1
La0.24790084 Ta0.00039984 B0.15153938 O0.60015994,0
Ba0.17258308 Ti0.18617825 B0.03851964 O0.60271903,0
Na0.01337657 B0.05918119 Sb0.33279287 O0.59464937,0
Li0.09793588 Eu0.07158542 B0.26965305 O0.56082565,0
Fe0.0404 Bi0.086 B0.2736 O0.6,1
La0.13107543 B0.10952276 Mo0.09962613 O0.65977568,1
Zn0.08828738 Bi0.25297243 B0.07639767 O0.58234252,0
Tl0.16171004 In0.03717472 B0.26579926 O0.53531599,1
Al0.10895361 B0.1618123 Pb0.0798274 O0.32254585 F0.32686084,0
Na0.04558762 Bi0.16771225 B0.20493517 O0.58176495,1
In0.06121343 B0.24431203 Pb0.11809317 O0.57638137,0
Zn0.19521912 Ge0.20318725 O0.60159363,0
Sr0.02282036 Si0.19719134 B0.1451141 O0.6348742,1
Sr0.0750897 Ge0.02742183 B0.30702204 O0.59046643,1
Sr0.01888795 Si0.00169779 B0.38285229 O0.59656197,1
B0.36384283 Pb0.04519646 O0.59096071,0
Na0.21994038 Si0.21497184 Mo0.00629347 O0.5587943,1
Bi0.2505071 B0.07809331 Pb0.08924949 O0.5821501,1
Sr0.19960013 Si0.03365545 B0.19993336 O0.56681106,0
Cd0.13165537 Ge0.1100355 Bi0.16263311 O0.59567602,1
Ba0.0583858 Sr0.08528907 B0.2850601 O0.57126503,0
Ba0.0470105 Al0.08443633 B0.27795527 O0.5905979,1
Ca0.11590296 B0.30727763 O0.57681941,0
Na0.19013581 Bi0.04717655 B0.23874196 O0.52394568,0
Sr0.0212766 Al0.04212766 B0.34085106 O0.59574468,1
Cd0.24078539 Bi0.10403031 B0.10334137 O0.55184292,1
Na0.14688427 Zn0.11275964 Si0.1847181 O0.55563798,0
La0.2324 Y0.0228 B0.1448 O0.6,0
La0.19181342 Si0.09495478 B0.09424084 O0.61899096,0
Mn0.08705882 Zn0.13983193 B0.21848739 O0.55462185,0
Mg0.09925967 Be0.02440362 B0.30106937 O0.57526734,1
Ti0.09325487 B0.00090539 Pb0.35898597 O0.54685378,0
Al0.0801217 Zn0.08924949 B0.2484787 O0.5821501,1
B0.375 Mo0.01041667 Pb0.01041667 O0.60416667,0
Li0.06382979 Nd0.00042553 B0.3612766 O0.57446809,1
Si0.03146259 Bi0.17091837 B0.19132653 O0.60629252,1
Ca0.04288939 B0.36568849 O0.59142212,1
Ag0.42808511 B0.07319149 I0.34978723 O0.14893617,0
Li0.21006776 Y0.0053243 B0.26863504 O0.51597289,0
Si0.0625 Ge0.21875 B0.0625 O0.65625,0
Ca0.03166405 Zr0.0139232 B0.35796093 O0.59645183,0
Y0.0588 Fe0.06 B0.2812 O0.6,1
Na0.02207686 Sc0.10220769 B0.2845462 O0.59116926,0
Ca0.01374427 La0.22823823 B0.16076635 O0.59725115,0
Ga0.16771249 B0.11865374 Pb0.14204221 O0.57159156,0
Ba0.04339964 Al0.04611212 B0.31916817 O0.59132007,1
Ba0.16822703 B0.24868344 Cl0.08367466 O0.49941486,1
Fe0.2113864 B0.10384818 Pb0.10595677 O0.57880865,0
K0.10157618 Sr0.04978734 B0.29922442 O0.54941206,1
Li0.23246493 B0.22845691 W0.02004008 O0.51903808,1
Y0.2064 Al0.0808 B0.1128 O0.6,0
Ba0.10006878 Ge0.21045392 B0.06740028 O0.62207703,1
Na0.26155938 Ti0.01586582 P0.16001813 O0.56255666,0
Ca0.10539046 Zn0.13718037 B0.20594333 O0.55148583,1
V0.19250646 Bi0.09819121 B0.03229974 O0.67700258,1
Cd0.1054708 B0.21094161 Pb0.05207785 O0.31641241 F0.31509732,1
La0.16856613 Cd0.1084018 B0.14471243 O0.57831964,1
Na0.34351621 Fe0.06483791 Si0.10754364 O0.48410224,0
Al0.05508843 Si0.22412293 B0.07596405 O0.64482459,1
Ba0.13490241 Sr0.05644853 Ge0.05683123 B0.15614237 O0.48277842 F0.11289705,1
Na0.0855406 Bi0.21797655 B0.13069909 O0.56578376,0
Na0.01132686 Bi0.24352751 B0.14967638 O0.59546926,1
Na0.27586207 Cd0.03448276 Si0.17241379 O0.51724138,1
Na0.19703872 Ga0.14578588 Ge0.11332574 O0.54384966,1
Na0.17370892 B0.29577465 O0.53051643,1
Na0.12143514 Ti0.20515179 Al0.08095676 O0.5924563,0
Na0.06428267 Sc0.08514261 B0.27628778 O0.57428693,0
Zn0.19356796 B0.1559466 As0.06371359 O0.58677184,0
Na0.04123282 B0.37526031 O0.58350687,1
Na0.171261 Ga0.1202346 Ge0.14750733 O0.56099707,1
K0.06746371 Bi0.14773698 B0.2117848 O0.57301452,0
Na0.05086171 B0.22278268 Sb0.14670029 O0.57965532,1
Na0.08885017 Sc0.08580139 B0.2608885 O0.56445993,0
Ba0.01149425 Na0.27586207 P0.16091954 O0.55172414,0
Na0.12053301 Ga0.09145972 Ge0.19685039 O0.59115687,1
B0.36197441 Pb0.04753199 O0.5904936,1
Ba0.09511568 Si0.16066838 B0.1311054 O0.61311054,1
Na0.12875817 Al0.01960784 Si0.25261438 O0.59901961,1
Li0.00040016 Bi0.18567427 B0.21408563 O0.59983994,1
Na0.26533333 Ti0.168 Ge0.03266667 O0.534,0
Zn0.05629398 B0.14542611 Pb0.26192338 O0.53635653,1
Na0.08989362 Fe0.20212766 Si0.11994681 O0.58803191,0
Na0.02709069 Ga0.11660777 Ge0.22261484 O0.63368669,0
Na0.12078907 Al0.09044006 Ge0.19757208 O0.59119879,1
Na0.06294707 Fe0.07188841 Si0.25393419 O0.61123033,1
Sr0.00590271 La0.22430287 B0.17097496 O0.59881946,1
La0.1829204 Cd0.10595677 B0.13231418 O0.57880865,0
K0.00588813 Li0.22080471 B0.2639843 O0.50932287,0
Na0.08506944 Bi0.21961806 B0.12934028 O0.56597222,1
La0.2124 B0.1876 O0.6,1
Na0.06282361 Mg0.03555402 Ge0.27821885 O0.62340352,1
Na0.03926702 Zn0.19895288 B0.21727749 O0.54450262,0
Na0.13567956 P0.09446631 W0.11646214 O0.65339199,1
Ba0.07104605 Na0.17707961 Si0.19742949 O0.55444484,1
Na0.12507817 Al0.0619137 Ge0.2191995 O0.59380863,1
Na0.384 Si0.14133333 O0.47466667,1
Li0.12007168 Bi0.19310036 B0.13485663 O0.55197133,0
Ba0.0470105 Ga0.01734368 B0.34504792 O0.5905979,1
Na0.215 Ge0.17821429 Pb0.07142857 O0.53535714,1
Th0.02228718 B0.16514432 Pb0.26013884 O0.55242967,0
K0.00157295 V0.01848211 B0.37318128 O0.60676366,1
Bi0.20644635 B0.16156671 Mo0.01999184 O0.6119951,1
Ca0.1783457 V0.16103325 B0.03187689 O0.62874416,0
Na0.18121212 Al0.09090909 Ge0.1669697 O0.56090909,1
Na0.11160516 Ga0.15473544 B0.17830147 O0.55535794,1
La0.14792774 B0.15175345 Mo0.06269926 O0.63761955,1
La0.16458382 Cd0.05965574 B0.18769158 O0.58806885,1
Na0.00229797 Ca0.14898506 Ge0.23286097 O0.61585599,0
Y0.028 Al0.1368 B0.2352 O0.6,1
K0.19316653 Mg0.05111649 B0.24320689 O0.51251009,0
Li0.01999184 Bi0.08119135 B0.30681355 O0.59200326,1
Ba0.07051127 Ga0.04894597 B0.29464502 O0.58589775,1
Bi0.0788 B0.3212 O0.6,1
Li0.07469553 Mn0.09282815 B0.28092016 O0.55155616,1
Li0.00079984 Bi0.11917616 B0.28034393 O0.59968006,1
Al0.04044118 B0.26260504 Pb0.09086134 O0.48476891 F0.12132353,1
Ga0.11123788 B0.17512835 Pb0.14204221 O0.57159156,1
