formula,target
Ca0.10977011 Al0.24770115 Si0.05373563 O0.5887931,1
Mg0.13527534 Si0.2019154 Pb0.06185156 O0.6009577,1
Ca0.12338637 Al0.22275593 Si0.06544581 O0.58841189,0
K0.16733333 Ti0.033 Si0.21666667 O0.583,1
Nd0.03428255 Si0.19048936 Bi0.13713022 O0.63809787,0
Mg0.02143482 Si0.12510936 Pb0.29090114 O0.56255468,0
Ca0.1518063 Ti0.01921599 Si0.21291314 O0.61606457,1
Ca0.08607378 Al0.2281956 Si0.08578782 O0.59994281,0
Ba0.04662226 Ga0.09514748 Si0.22296226 O0.635268,1
Dy0.1630094 Al0.20940439 Si0.02298851 O0.6045977,0
Y0.07774936 Al0.15498721 Si0.13938619 O0.62787724,1
Sr0.14722753 Si0.23518164 O0.61759082,1
Mg0.1829653 Si0.21135647 O0.60567823,0
Mn0.09966667 Si0.10133333 Pb0.13233333 O0.20266667 F0.464,1
K0.38733333 Si0.13966667 O0.473,0
Si0.05646123 Ge0.14831014 Pb0.19284294 O0.60238569,0
Pr0.07654432 Al0.14995524 Si0.13607878 O0.63742167,1
Ni0.12195122 B0.09756098 P0.14634146 O0.63414634,0
Ge0.03571429 B0.10714286 P0.17857143 O0.67857143,1
Ba0.09750102 Zn0.13150348 Si0.18066366 O0.59033183,0
Sr0.12510911 Ti0.04044225 Ga0.25138202 O0.58306663,0
Ba0.16601307 P0.19084967 O0.64313725,0
Zn0.18309859 B0.05633803 P0.14084507 O0.61971831,0
V0.14705882 Fe0.02941176 P0.11764706 O0.70588235,1
K0.02222222 B0.13400673 P0.18047138 O0.66329966,0
Si0.01754386 P0.21052632 W0.05263158 O0.71929825,1
Er0.05877007 Zn0.00030294 P0.24356256 O0.69736444,0
Ca0.03148116 V0.23430243 Sb0.04679167 O0.68742474,1
Al0.04897196 Si0.06485981 P0.19514019 O0.69102804,1
Si0.01851852 P0.18518519 W0.07407407 O0.72222222,0
Ti0.08203281 Si0.11764706 Pb0.20048019 O0.59983994,1
La0.0197775 Zn0.08446642 P0.22332097 O0.67243511,1
Li0.25519931 Si0.00151646 P0.17504333 O0.5682409,1
Ba0.15037821 Ga0.24266263 Si0.03086233 O0.57609682,0
K0.33832834 Ti0.03429903 Si0.12987013 O0.4975025,1
Cd0.23076923 P0.15384615 O0.61538462,0
Cu0.35090394 Mo0.08255282 P0.02526683 Br0.10999782 O0.43127859,0
K0.18039216 Al0.01176471 P0.2 O0.60784314,0
Li0.30645161 P0.15437788 O0.53917051,1
K0.0697026 Be0.3954461 Si0.0348513 O0.5,0
Mn0.08366667 Si0.11866667 Pb0.131 O0.23733333 F0.42933333,1
Ge0.178242 Bi0.1861096 O0.6356484,1
Mn0.035 Si0.10033333 Pb0.198 O0.20066667 F0.466,1
Ni0.15789474 B0.05263158 P0.15789474 O0.63157895,0
K0.18826457 Ti0.01907526 P0.18867925 O0.60398092,1
Ca0.12094675 Al0.05207101 P0.17940828 O0.64757396,0
Ge0.10981469 Sb0.13589568 Pb0.16540837 O0.58888126,1
Sr0.11164688 Ti0.09198813 Si0.16691395 O0.62945104,1
Ba0.10987791 Ti0.14872364 Si0.11135775 O0.6300407,1
Tl0.03334445 Ge0.31610537 Bi0.00066689 O0.64988329,1
Cu0.11839118 Bi0.23418748 Pb0.08887447 O0.55854687,0
Cd0.00848142 Ge0.1914378 Pb0.20436187 O0.5957189,0
Y0.04005935 Ge0.19807122 Pb0.15281899 O0.60905045,0
La0.13387534 Ta0.02655827 Ge0.19078591 O0.64878049,0
Sr0.00070572 Ca0.05681016 Ge0.29498941 O0.64749471,1
Ce0.047487 Ge0.2592721 Pb0.03986135 O0.65337955,0
Cs0.40507174 Si0.12979646 Sn0.001001 O0.4641308,0
Zn0.08 Si0.2 Pb0.12 O0.6,0
Ca0.12951807 Ti0.13215361 Si0.11483434 O0.62349398,1
Th0.14840027 Mg0.02212389 Si0.1701838 O0.65929204,0
Ba0.02807258 Li0.05409106 Ge0.28757275 O0.63026361,1
Cu0.10743802 Bi0.20798898 Pb0.13257576 O0.55199725,1
Ca0.19480519 Fe0.02150974 Si0.18912338 O0.59456169,0
K0.12866667 Si0.269 O0.60233333,1
Ba0.20284698 Mg0.1316726 Si0.11032028 O0.55516014,0
Si0.13333333 Pb0.2 O0.26666667 F0.4,0
Ca0.23148148 Ga0.07407407 Si0.11728395 O0.57716049,0
Ba0.11705882 Ta0.11764706 Mn0.05941176 O0.23529412 F0.47058824,1
Nd0.00193924 Al0.02844215 Si0.30801551 O0.6616031,1
Al0.14319328 Si0.11294118 Pb0.15159664 O0.59226891,0
Ca0.14202172 Fe0.11236424 Si0.16374269 O0.58187135,0
Li0.13862069 Si0.24103448 Pb0.03448276 O0.58586207,0
Ba0.12072617 Ta0.09228442 Mn0.08956127 O0.18456884 F0.5128593,1
Rb0.2400975 In0.08592322 Si0.1416819 O0.53229738,1
Sr0.16550117 Si0.22299922 O0.61149961,0
Si0.13645621 Bi0.23625255 O0.62729124,1
Si0.14532783 Bi0.22560661 O0.62906557,1
Ba0.07325501 La0.03662751 Si0.25397374 O0.63614375,1
Ba0.17705928 La0.02232487 Si0.19668976 O0.6039261,0
Nd0.05885682 Al0.09224675 Si0.2074137 O0.64148274,1
Ca0.11929678 Fe0.13645877 Si0.16282964 O0.58141482,0
Tl0.16926272 Ga0.2211838 Si0.06438214 O0.54517134,0
Hf0.0123562 Zn0.27822752 Si0.13549212 O0.57392416,0
Ba0.064 Zn0.136 Si0.2 O0.6,1
Ba0.09355976 Si0.1614867 Bi0.13136815 O0.61358539,0
Ba0.15384615 Ti0.09615385 Si0.13461538 O0.61538462,0
Ba0.17739403 Si0.21507064 O0.60753532,0
Al0.10303651 Si0.16308427 Pb0.12657796 O0.60730126,0
Ca0.18705036 Al0.24960901 Si0.00062559 O0.56271505,1
Ca0.07698641 Fe0.15808975 Si0.17661589 O0.58830795,0
Ba0.02439024 Al0.01626016 P0.2601626 O0.69918699,1
U0.03219798 Al0.20170303 Si0.13304949 O0.63304949,1
Ba0.04245754 Cu0.04045954 Bi0.33366633 O0.58341658,0
Rb0.15466667 Ge0.256 O0.58933333,0
La0.07966764 Al0.18719453 Si0.11094819 O0.62218964,1
Ca0.19000397 Si0.20666402 O0.60333201,0
Si0.13457378 Pb0.29813933 O0.56728689,0
K0.26333333 Si0.16566667 Sn0.036 O0.535,1
Al0.07272727 Zn0.16363636 Si0.16363636 O0.6,1
Mg0.19102651 Al0.17131203 Si0.0632223 O0.57443916,0
Sr0.11139896 Ti0.16543301 Si0.09363434 O0.62953368,1
Ba0.1292114 Si0.22251018 W0.01851166 O0.62976675,1
Ba0.0824349 Al0.00779565 Zn0.07563443 P0.1648698 O0.49460939 F0.17465583,1
Th0.19444444 Al0.16666667 O0.63888889,0
Al0.19548872 Zn0.09774436 Si0.10526316 O0.60150376,0
Er0.12311436 Al0.14695864 Si0.10827251 O0.6216545,0
Li0.26 Si0.20333333 O0.53666667,0
Ba0.06990014 Ti0.17796006 Si0.10877318 O0.64336662,0
K0.362 Si0.15233333 O0.48566667,1
Ba0.09090909 Li0.00072727 Si0.27236364 O0.636,1
Ba0.2 Si0.2 O0.6,0
Ba0.11111111 Si0.25925926 O0.62962963,0
Tl0.0010923 Ge0.18214091 Bi0.18077553 O0.63599126,1
Si0.14705882 Ge0.08823529 Bi0.11764706 O0.64705882,0
K0.24934383 Si0.18635171 W0.01673228 O0.54757218,1
Sr0.16205402 Al0.16272091 Si0.08969657 O0.58552851,0
Ba0.00033344 Li0.23341114 Si0.21640547 O0.54984995,1
Sr0.05596621 Ge0.29602253 O0.64801126,1
Ba0.04821803 U0.09154437 Si0.20964361 O0.65059399,0
Ca0.04213938 Al0.23176661 Si0.11210157 O0.61399244,0
K0.23733333 Ti0.13233333 Si0.08233333 O0.548,0
Hf0.04731861 Cd0.1829653 Si0.16403785 O0.60567823,1
K0.40936058 Si0.11239288 W0.01219512 O0.46605142,0
Mg0.10263761 Al0.24254587 Si0.0627867 O0.59202982,1
Ba0.20675784 Ti0.17497989 Si0.02051488 O0.59774739,1
Ca0.13164843 Ti0.01735194 Si0.22821577 O0.62278386,0
Rb0.238 Tl0.12 Si0.15433333 O0.48766667,0
Co0.14814815 B0.14814815 P0.07407407 O0.62962963,1
Li0.24854502 Mg0.02704553 Si0.19103047 O0.53337898,0
Li0.15974625 Al0.1349481 Si0.14100346 O0.56430219,0
Sr0.19056196 Al0.11095101 Si0.11383285 O0.58465418,0
La0.0625 Th0.0625 Si0.21875 O0.65625,1
V0.18580991 Pb0.17483266 O0.63935743,0
Zn0.2145749 Si0.1902834 O0.5951417,0
Ag0.35212922 P0.11806167 Cl0.11718062 O0.41262849,1
Ca0.19236884 Si0.20508744 O0.60254372,0
Nd0.00327869 Al0.01311475 Si0.31967213 O0.66393443,1
Sm0.14664051 Al0.11770476 Si0.11304561 O0.62260912,0
Ge0.17435897 Bi0.19055331 Pb0.00026991 O0.63481781,0
Li0.11655012 Mg0.16433566 Si0.16550117 O0.55361305,0
La0.12324649 Al0.1252505 Si0.12625251 O0.6252505,1
Mg0.07449857 U0.17621777 Si0.10744986 O0.64183381,1
Sr0.11152279 Ti0.18303075 Si0.07595406 O0.6294924,1
Th0.03025601 Mg0.16369279 Si0.1939488 O0.6121024,0
Ca0.01869159 Si0.15038233 Pb0.25573492 O0.57519116,1
Ca0.05470703 Al0.22160511 Si0.11219106 O0.61149681,0
Ba0.09130593 V0.09130593 Si0.18115678 O0.63623136,1
Ca0.15195632 Al0.24203822 Si0.0303306 O0.57567486,0
Al0.03422371 Si0.11477462 Pb0.28505843 O0.56594324,1
Cd0.1875 Bi0.25 O0.5625,0
Zn0.25767635 Si0.14273859 W0.01410788 O0.58547718,0
Hf0.01300749 Cd0.18249901 Si0.19865983 O0.60583366,1
Ti0.03311258 Al0.00662252 Si0.29470199 O0.66556291,0
K0.26308345 Cd0.06082037 Si0.1612447 O0.51485149,0
Si0.14493373 Pb0.2825994 O0.57246687,1
Ba0.17061255 In0.04208944 Ge0.1845171 O0.60278091,1
Li0.33333333 Si0.16666667 O0.5,0
Rb0.01066667 Ti0.07666667 Ge0.25133333 O0.66133333,0
Zn0.07257776 Ge0.28494816 O0.64247408,1
La0.05117566 Zn0.08748271 Ge0.23236515 O0.62897649,1
Li0.06866667 Ge0.299 O0.63233333,0
K0.05172414 Al0.10344828 P0.18965517 O0.65517241,0
P0.07734807 W0.18232044 O0.74033149,1
Ca0.06685633 Si0.28876245 O0.64438122,0
Cs0.19 Sn0.04066667 Ge0.19766667 O0.57166667,0
Li0.36976048 Si0.00174651 P0.1257485 O0.50274451,0
Ge0.16880685 Bi0.19743178 O0.63376137,0
Si0.14095402 Pb0.2883541 O0.5698324 F0.00085948,1
Ti0.14285714 Ge0.14285714 Pb0.07142857 O0.64285714,0
V0.17157564 P0.11381184 W0.00028596 O0.71432657,1
Ca0.12676056 Ti0.08450704 P0.14084507 O0.64788732,0
K0.07017544 Al0.0877193 P0.19298246 O0.64912281,0
Si0.01791473 Pb0.34037979 I0.53099248 O0.11071301,1
Ca0.15151515 Ti0.09090909 P0.12121212 O0.63636364,0
Zn0.024 P0.272 O0.704,0
Mg0.0359121 Cr0.07110952 P0.21440057 O0.67857781,0
Cu0.3379113 Mo0.06466381 P0.06509299 Br0.01330472 O0.51902718,0
V0.01427297 P0.17662801 W0.08296164 O0.72613738,1
Th0.23333333 Si0.1 O0.66666667,0
Ba0.09729334 Sn0.04023409 Ge0.22823702 O0.63423555,0
V0.03043413 P0.23840072 W0.01476951 O0.71639564,0
Ba0.12531328 Ga0.18546366 Si0.0952381 O0.59398496,1
Cd0.125 B0.125 P0.125 O0.625,0
Ba0.03094778 Ga0.06382979 Si0.25950999 O0.64571244,1
Cu0.33359989 Mo0.06624017 P0.06703985 O0.53312009,0
Li0.12208259 Sb0.32675045 O0.55116697,0
Ba0.24511082 Zn0.05867014 Si0.13081269 O0.56540635,0
K0.10239472 Be0.2374071 Si0.12386457 O0.53633361,1
Ca0.09654686 Si0.04040404 P0.19591261 O0.66713648,0
V0.05670103 P0.18041237 W0.04252577 O0.72036082,1
Si0.04 P0.16 W0.08 O0.72,0
V0.245 P0.00115385 Pb0.06923077 O0.68461538,1
V0.1456134 P0.03567528 W0.09137241 O0.72733892,0
Cd0.26666667 P0.13333333 O0.6,0
Th0.08846273 Al0.07114135 Si0.18558614 O0.65480977,1
Ba0.05411103 Si0.29725931 O0.64862966,1
Rb0.242 Si0.16233333 Sn0.05 O0.54566667,1
Cs0.09142476 Sn0.01634968 Ge0.27127127 O0.62095429,1
Ba0.09548676 Zn0.02237971 Si0.25475569 O0.62737784,1
K0.28718609 Al0.0341275 Ge0.16130071 O0.51738571,1
V0.17245337 Ni0.00086083 P0.11276901 O0.71391679,1
V0.21294118 Fe0.02941176 P0.05176471 O0.70588235,1
Ba0.14448052 V0.14025974 Zn0.11006494 O0.60519481,0
Li0.15749082 Sn0.00033367 Ge0.25425425 O0.58792125,0
Ba0.08207934 Al0.05608755 Si0.23187415 O0.62995896,0
K0.12437186 Ta0.02889447 Si0.23743719 O0.60929648,1
K0.09419974 Be0.3083297 Si0.08068033 O0.51679023,0
Mg0.08522529 Al0.03842124 Si0.24449878 O0.6318547,0
Ba0.09211553 Zn0.07767369 Si0.22014052 O0.61007026,1
Ba0.06698742 Mg0.04330126 Si0.25980755 O0.62990377,1
Li0.234 Ti0.00033333 Si0.216 O0.54966667,1
Cd0.0269438 Ge0.10110341 Bi0.25712086 O0.61483192,0
Ca0.08235294 Ti0.05882353 P0.18823529 O0.67058824,0
Ti0.00399822 Bi0.36783652 Pb0.03420702 O0.59395824,0
Ti0.03954192 Bi0.35220398 Pb0.00043215 O0.60782195,0
Sr0.04705882 Ge0.16470588 Bi0.16470588 O0.62352941,1
Ba0.06666667 V0.22339956 Zn0.04238411 O0.66754967,1
Ag0.35161171 W0.0926269 I0.20414969 O0.35161171,1
Al0.15755725 Si0.22625954 C0.07267176 O0.54351145,0
K0.08448199 Be0.33392619 Si0.06847488 O0.51311694,0
K0.10708716 V0.17293363 P0.06688615 O0.65309305,1
Nd0.08056266 Zn0.08226769 P0.18115942 O0.65601023,0
Li0.30107527 Si0.0271261 P0.13343109 O0.53836755,1
Si0.12384378 Sn0.01849949 Bi0.22918808 O0.62846865,1
Si0.14199914 Pb0.28700129 O0.57099957,1
K0.13466667 Ti0.016 Si0.25 O0.59933333,1
Mg0.05917874 Al0.15338164 Si0.1660628 O0.62137681,1
Ag0.20036065 P0.19975957 I0.00060108 O0.5992787,1
Ga0.12650602 Ge0.12751004 Bi0.12048193 O0.62550201,0
Si0.19444444 Bi0.16666667 O0.63888889,0
K0.1004848 Be0.32216836 Si0.06831203 O0.50903482,0
K0.21590909 Ge0.11363636 Pb0.00568182 C0.10795455 O0.55681818,0
Li0.11111111 Cd0.11111111 Si0.2037037 O0.57407407,1
Ba0.10311751 Zn0.09592326 Si0.20063949 O0.60031974,1
Mg0.09677419 Al0.02150538 P0.21505376 O0.66666667,1
Ba0.08996668 Mg0.02073306 Si0.25953351 O0.62976675,1
Ba0.05263158 Si0.29824561 O0.64912281,0
Ba0.134 Zn0.0648 Si0.2008 O0.6004,1
Li0.06121174 In0.06308557 Ge0.25015615 O0.62554653,0
Ba0.11396744 Ga0.25706941 Si0.04313053 O0.58583262,1
Ba0.08795479 Ta0.01412928 Si0.25821265 O0.63970329,0
Ba0.07845659 Ti0.18617363 Ga0.11382637 O0.62154341,0
Y0.10589044 Al0.10589044 Zn0.05821682 Si0.11803805 O0.61196424,1
K0.25401929 Al0.03536977 Ge0.17684887 O0.53376206,1
Ba0.09090909 Ti0.09090909 Si0.18181818 O0.63636364,1
Ba0.19120521 V0.13941368 Zn0.06482085 O0.60456026,0
Ge0.08400703 Sb0.14200351 Pb0.19648506 O0.57750439,0
Ca0.13432836 Ti0.10447761 P0.11940299 O0.64179104,0
Ba0.11459543 Zn0.04684475 Si0.22570654 O0.61285327,1
Ba0.09051254 Ti0.16430389 Si0.10868775 O0.63649582,1
Ba0.11125946 Mo0.00044504 P0.22162884 O0.66666667,1
Zn0.03333333 P0.26666667 O0.7,0
Fe0.13335523 B0.01740844 P0.17802595 O0.67121038,0
Si0.14420197 Pb0.28369705 O0.57210098,1
Ca0.09088155 Al0.18115723 Si0.12178128 O0.60617995,0
Si0.13666667 Ge0.19666667 O0.66666667,0
Ba0.01525747 Ga0.06166561 Si0.27177368 O0.65130324,1
Si0.06521739 Mo0.08695652 P0.13043478 O0.7173913,0
Ba0.02850145 Mo0.13872189 P0.11088844 O0.72188822,1
Li0.00374208 V0.21473805 P0.06937248 O0.71214738,1
Sn0.10647587 B0.16541353 P0.10671841 O0.62139219,0
Fe0.07692308 B0.26923077 P0.03846154 O0.61538462,1
K0.11893584 La0.0600939 Si0.22378717 O0.5971831,1
Fe0.19230769 B0.15384615 P0.03846154 O0.61538462,0
Rb0.13333333 Si0.26666667 O0.6,1
Sr0.15540541 Al0.14189189 Si0.11148649 O0.59121622,0
Mn0.15845199 B0.11938664 P0.08725812 O0.63490325,0
Ba0.16150271 Si0.22540666 Pb0.0003873 O0.61270333,0
Ba0.0417258 Ge0.14703378 Bi0.19017882 O0.6210616,1
V0.06193306 P0.18767595 W0.03159212 O0.71879887,1
La0.09693621 Al0.14967353 Si0.12782521 O0.62556504,1
Ca0.15175879 Ta0.04874372 P0.15025126 O0.64924623,0
Li0.15758755 Mn0.00933852 P0.21284047 O0.62023346,1
Ca0.14902646 Al0.05042436 P0.10034948 O0.25087369 F0.44932601,1
Ba0.01729463 La0.09079679 Ge0.24613959 O0.64576899,0
K0.468 Ti0.06633333 Si0.033 O0.43266667,0
Ag0.31104199 P0.12597201 I0.18506998 O0.37791602,1
Mn0.08735632 Sn0.11494253 P0.17011494 O0.62758621,1
Mg0.12195122 Ti0.02439024 P0.19512195 O0.65853659,0
Sn0.08370249 B0.2135696 P0.08533458 O0.61739333,0
Al0.10580691 Si0.03526897 P0.17990737 O0.67901674,0
K0.10883522 In0.08376643 Si0.20911036 O0.59828799,0
Si0.12954714 Pb0.24127691 I0.2576095 O0.37156644,1
K0.26640027 Ti0.01665002 Si0.18348318 O0.53346653,1
Ca0.17508813 Ti0.0395613 Si0.17704661 O0.60830396,1
Mn0.23323323 Si0.1001001 O0.2002002 F0.46646647,1
Lu0.08753623 Al0.04289855 Si0.22463768 O0.64492754,0
Ge0.18166939 Pb0.22749591 O0.5908347,1
Mn0.02827763 Si0.21451014 P0.0856898 O0.67152242,0
Sr0.02704553 Li0.08695652 Si0.27182472 O0.61417323,0
Sr0.12195122 Sb0.09756098 P0.14634146 O0.63414634,0
Th0.25519194 Al0.05601007 Si0.03146633 O0.65733166,0
Th0.2 Si0.13333333 O0.66666667,0
Si0.1185567 Pb0.277954 I0.17684377 O0.42664552,1
Ge0.17796958 Pb0.23304562 O0.58898479,1
Rb0.25 Si0.14733333 Sn0.061 O0.54166667,0
Tl0.0296875 Si0.13619792 Bi0.21875 O0.61536458,0
Ca0.08975233 Ti0.03544649 P0.20404454 O0.67075665,0
Lu0.09025702 Al0.01315003 Si0.24716079 O0.64943216,0
Ca0.04089219 Si0.17389508 Pb0.19826518 O0.58694754,1
Rb0.40266667 Si0.13 Sn0.002 O0.46533333,0
V0.214 P0.07171429 O0.71428571,1
Li0.1589317 Bi0.09033859 P0.14856976 Pb0.00788091 O0.59427904,0
Sn0.14997405 B0.06642449 P0.15256876 O0.63103269,1
Ba0.04736944 Ti0.03086779 P0.23218792 O0.68957484,0
K0.16231884 Zn0.00560386 P0.21294686 O0.61913043,0
Ag0.28018433 Mo0.01751152 P0.14562212 O0.55668203,1
Ca0.21317512 Si0.18166939 Pb0.01432079 O0.5908347,1
Li0.32689747 Si0.16910786 P0.00066578 O0.50332889,1
V0.07130812 Ag0.1411708 Mo0.13466635 O0.65285473,1
Ti0.02735369 Al0.04580153 Si0.2678117 O0.65903308,0
Ba0.07142857 Ti0.17857143 Si0.10714286 O0.64285714,0
Ca0.03296703 Al0.06334842 Si0.25856496 O0.64511959,0
Th0.22402159 Mg0.01214575 Si0.10121457 O0.66261808,0
Ca0.11804533 Al0.23491316 Si0.05887548 O0.58816603,0
Th0.09547739 Mg0.00502513 Si0.23450586 O0.66499162,1
Li0.17614679 Si0.17798165 Pb0.10091743 O0.54495413,0
Cu0.36859852 Mo0.05247629 P0.05268704 Br0.10558483 O0.42065332,0
Ba0.09462994 Sc0.05323896 In0.00600092 P0.15971688 O0.47915064 F0.20726266,0
V0.15601364 Fe0.03707549 P0.10321815 O0.70369272,1
Ba0.03367876 Ga0.06217617 Si0.25906736 O0.64507772,1
Li0.23333333 Ce0.03366667 Si0.183 O0.55,1
Th0.06327419 Mg0.00334784 Si0.26782725 O0.66555072,1
Pr0.05754669 Al0.10853104 Si0.18854114 O0.64538112,1
Zn0.16287879 P0.16233766 W0.02651515 O0.6482684,1
Li0.24906716 B0.13432836 P0.08302239 O0.53358209,0
V0.07045986 P0.18051442 W0.03039751 O0.71862822,1
V0.1385468 Fe0.07758621 P0.09174877 O0.69211823,1
V0.28502071 Sb0.00057118 P0.00028559 O0.71412252,0
Ba0.12962963 B0.25816993 P0.02723312 O0.58496732,1
Pr0.0944206 Al0.16595136 Si0.10586552 O0.63376252,1
Mg0.17370892 Si0.21752739 O0.60876369,1
Ce0.04166667 Si0.07291667 P0.1875 O0.69791667,1
Ba0.14368148 Mo0.10040392 P0.08886324 O0.66705136,1
V0.115 P0.03884615 W0.11538462 O0.73076923,0
Li0.08590007 B0.02600958 P0.2303217 O0.65776865,1
Ba0.12462387 Mg0.12612839 P0.12462387 O0.5 F0.12462387,0
Sn0.1894498 B0.0380034 P0.15031197 O0.62223483,1
Ba0.16666667 Mo0.07597173 P0.10365135 O0.65371025,0
Sn0.18638393 B0.02120536 P0.1640625 O0.62834821,1
Mg0.011279 Ti0.10832092 P0.18642264 O0.69397744,0
Zn0.01960784 B0.2745098 P0.07843137 O0.62745098,0
Nd0.09046578 Zn0.01731966 P0.21119892 O0.68101564,1
V0.28514286 P0.00057143 O0.71428571,0
Al0.1678345 P0.1658325 O0.666333,0
Tl0.22727273 B0.13636364 P0.09090909 O0.54545455,1
Cd0.03448276 B0.03448276 P0.24137931 O0.68965517,1
Ca0.0989011 Ti0.01098901 P0.21978022 O0.67032967,0
Cu0.34295917 Mo0.06318895 P0.06225741 I0.02980904 O0.50178544,1
Ba0.08854041 B0.24607961 P0.05934861 O0.60603136,0
Cs0.18189768 P0.14429383 W0.05553126 O0.61827722,0
La0.00103914 Mg0.05230343 P0.23969519 O0.59923796 F0.10772428,0
La0.08252589 Zn0.01737387 P0.21683929 O0.68326094,0
V0.11669606 Bi0.02880658 P0.14844209 O0.70605526,1
Co0.11111111 B0.18518519 P0.07407407 O0.62962963,1
Sr0.18575851 B0.23839009 P0.00928793 O0.56656347,0
Ba0.00562683 Li0.14089579 Zn0.03646185 B0.28179158 O0.53522395,1
Ca0.00078394 Cr0.031201 P0.24960803 O0.71840702,0
Zn0.22694136 B0.08177496 P0.09762282 O0.59366086,0
Zn0.06998372 Mo0.09253662 P0.13996745 O0.69751221,1
Zn0.10727014 P0.21454027 Pb0.01152293 O0.64362081 F0.02304585,1
Sr0.06382979 Sb0.17021277 P0.12765957 O0.63829787,0
Zn0.05882353 B0.07843137 P0.19607843 O0.66666667,1
Ba0.04746076 Ti0.01385042 P0.24672207 O0.69196676,1
Sn0.19352039 B0.05727509 P0.13422042 O0.61498409,1
P0.17391304 Pb0.13043478 Br0.03782609 Cl0.22304348 O0.43478261,1
Ba0.07378451 P0.11287564 W0.11434156 O0.69899829,1
Be0.03141361 Ge0.12739965 Pb0.27748691 O0.56369983,0
Cd0.12820513 B0.15384615 P0.1025641 O0.61538462,0
Ba0.1345502 Mo0.05084746 P0.15071708 O0.66388527,1
Tl0.52459016 P0.06088993 O0.41451991,0
Zn0.12897436 Mo0.05 P0.15487179 O0.66615385,1
Al0.09975021 Zn0.06677769 P0.13355537 O0.40066611 F0.29925062,0
Li0.26322648 Ti0.07401616 P0.10946052 O0.55329685,0
Ca0.09739992 P0.21791168 O0.59966983 F0.08501857,0
U0.05032336 Zn0.05274859 P0.19805982 O0.69886823,0
Ag0.27377364 P0.15045218 W0.00027405 I0.12332146 O0.45217868,1
V0.15477767 Cd0.06490066 P0.09385052 O0.68647114,1
Yb0.06028476 P0.24265374 O0.6970615,0
Ti0.13572401 Fe0.04584657 P0.13663187 O0.68179755,1
Ag0.23300467 P0.14270887 W0.02646601 I0.0902958 O0.50752465,1
Ca0.12077764 Ti0.02430134 P0.19586877 O0.65905225,0
Zn0.11466972 Sn0.08607378 P0.17100372 O0.62825279,1
Ba0.06924821 Al0.06122449 Zn0.04395604 P0.13849642 O0.41548927 F0.27158556,1
Cu0.07912003 Bi0.15206484 Pb0.23079892 O0.53801621,1
Ba0.0518579 Sr0.07594937 Al0.0763577 P0.1037158 O0.31114741 F0.38097183,1
V0.00176406 P0.22183021 Pb0.10871003 O0.6676957,1
Mn0.06897233 B0.03992095 P0.21778656 O0.67332016,1
K0.28490164 Mo0.03033894 P0.12894051 O0.55581891,0
K0.23716814 Ti0.07433628 P0.12035398 O0.56814159,1
Li0.16708333 Fe0.12416667 P0.12541667 O0.58333333,0
Ba0.05882353 P0.11764706 W0.11764706 O0.70588235,1
Mn0.05 Al0.02537313 P0.0761194 Pb0.17338308 O0.22835821 F0.44676617,1
Ba0.07699415 Al0.07699415 P0.15368032 O0.46104096 F0.23129042,0
Ti0.12878788 P0.17532468 O0.69588745,1
Ba0.13736932 B0.01507416 P0.19645028 O0.65110625,0
K0.25523645 Ca0.00021594 P0.17620384 O0.56834377,0
Li0.10708263 Mn0.05227656 P0.20994941 O0.6306914,1
Sn0.3071649 P0.07130614 Cl0.27219746 O0.3493315,0
Nb0.07983952 P0.15967904 Pb0.08084253 O0.67963892,0
La0.03239124 Al0.07907272 P0.20609717 O0.68243887,0
Mn0.10714286 V0.14938776 P0.0444898 O0.69897959,0
Mg0.04131054 Sn0.15754986 P0.17207977 O0.62905983,1
Si0.16666667 P0.14285714 O0.69047619,0
Cr0.03433333 Sb0.13233333 P0.16666667 O0.66666667,0
Sr0.03722667 Al0.06944 P0.20352 O0.61056 F0.07925333,0
V0.13213115 B0.14754098 P0.04819672 O0.67213115,1
V0.2479436 P0.02702703 W0.00940071 O0.71562867,0
Li0.28490164 Mo0.03033894 P0.12894051 O0.55581891,0
Sn0.08344441 P0.15355905 Pb0.10610504 Cl0.16688883 O0.49000267,0
Zn0.03809524 Cd0.15119048 Ge0.20714286 O0.60357143,1
Si0.09072535 B0.21064451 P0.05748933 O0.6411408,0
Sn0.00905148 P0.2455214 Pb0.05676032 Cl0.01810296 O0.67056383,0
Ba0.15165302 P0.18168032 O0.54504095 F0.12162572,0
Ba0.07852589 Al0.06235422 Zn0.0146167 P0.15705178 O0.47115534 F0.21629607,0
Cs0.17935046 P0.07949588 W0.11318468 O0.62796898,0
Ba0.07061702 Sr0.05226359 Al0.051914 P0.14123405 O0.42370215 F0.26026918,1
Zn0.02556391 Sn0.12531328 P0.19949875 O0.64962406,1
Mg0.00636943 Al0.08280255 P0.22292994 O0.68789809,0
Cr0.13827586 Sb0.06862069 P0.13793103 O0.65517241,0
Mg0.10526316 Si0.07894737 P0.15789474 O0.65789474,0
Mg0.16666667 Si0.02777778 P0.16666667 O0.63888889,0
Nd0.01550388 Cr0.02325581 P0.24806202 O0.71317829,0
Si0.02435813 B0.05464121 P0.22580645 O0.69519421,1
Cu0.11111111 P0.22222222 O0.66666667,1
Li0.21734498 P0.17089282 W0.01896442 O0.59279778,1
Ba0.10136502 Sr0.01238625 Al0.01263903 P0.20273003 O0.60819009 F0.06268959,1
